# of f p t rho h g m mw cp gam pip mach aeat cf ivac isp isp_opt t0 p0 c_star at p0at m_dot 
1.0 50.0 1335100.0 1100.8 2.4858 -2639.8 -15631.0 17.041 15.307 2.2549 1.2761 1.741 1.0 1.0 0.66129 1508.2 807.15 153.587350763 1252.76544 2427082.65832 1244.38453531 0.00194018027803 4708.97790682 3.78418227904 
1.0 50.0 86535.0 584.85 0.30325 -3736.4 -10638.0 17.041 15.307 1.9823 1.3265 20.019 2.5295 4.0 1.4294 1988.5 1744.7 162.877206703 1195.74567675 1581504.48048 1199.26980162 0.0013775088694 2178.53644886 1.81655241041 
1.5 40.0 2421000.0 1367.5 3.4048 -2975.7 -20036.0 15.99 15.99 2.2332 1.3035 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1367.5 2421000.0 1262.55066428 0.0 0.0 0.0 
1.5 40.0 1314400.0 1183.9 2.1351 -3380.3 -18150.0 15.99 15.99 2.1734 1.3145 1.7783 1.0 1.0 0.68306 1605.1 880.33 156.143531486 1370.068275 2420087.21839 1260.00848484 0.00188377373128 4558.89672942 3.61814764287 
1.5 40.0 80167.0 582.51 0.26467 -4621.4 -11889.0 15.99 15.99 1.9522 1.3631 20.84 2.5805 4.0 1.4307 2091.3 1843.9 162.465763118 1286.72839538 1570659.01826 1205.6910257 0.00138576031136 2176.55693017 1.80523607108 
1.5 40.0 2422000.0 1367.5 3.4062 -2975.7 -20036.0 15.99 15.99 2.2333 1.3035 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1367.5 2422000.0 1262.55066428 0.0 0.0 0.0 
1.5 40.0 1314900.0 1183.9 2.136 -3380.3 -18150.0 15.99 15.99 2.1734 1.3145 1.7783 1.0 1.0 0.68306 1605.1 880.34 156.145577198 1370.068275 2421007.8237 1260.00848484 0.00188305741303 4558.89672942 3.61814764287 
1.5 40.0 80201.0 582.53 0.26477 -4621.5 -11889.0 15.99 15.99 1.9522 1.3631 20.84 2.5805 4.0 1.4307 2091.3 1843.9 162.482002874 1286.77257414 1571325.15777 1205.71172373 0.00138517283925 2176.55693017 1.80520508123 
1.5 40.0 2423000.0 1367.5 3.4076 -2975.7 -20036.0 15.99 15.99 2.2333 1.3035 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1367.5 2423000.0 1262.55066428 0.0 0.0 0.0 
1.5 40.0 1315500.0 1183.9 2.1369 -3380.3 -18150.0 15.99 15.99 2.1734 1.3145 1.7783 1.0 1.0 0.68306 1605.1 880.34 156.148029999 1370.068275 2422112.55006 1260.00848484 0.0018821985499 4558.89672942 3.61814764287 
1.5 40.0 80235.0 582.54 0.26488 -4621.5 -11889.0 15.99 15.99 1.9522 1.3631 20.84 2.5805 4.0 1.4307 2091.3 1844.0 162.496836924 1286.79466352 1571991.29729 1205.72207261 0.00138458586503 2176.55693017 1.80518958691 
1.5 40.0 2424000.0 1367.5 3.4089 -2975.7 -20036.0 15.99 15.99 2.2333 1.3035 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1367.5 2424000.0 1262.55066428 0.0 0.0 0.0 
1.5 40.0 1316000.0 1183.9 2.1377 -3380.3 -18150.0 15.99 15.99 2.1734 1.3145 1.7783 1.0 1.0 0.68305 1605.1 880.34 156.150072292 1370.068275 2423033.15536 1260.00848484 0.0018815109742 4558.96347266 3.61820061333 
1.5 40.0 80268.0 582.55 0.26499 -4621.5 -11889.0 15.99 15.99 1.9522 1.363 20.84 2.5805 4.0 1.4307 2091.3 1844.0 162.50562285 1286.62279345 1572693.32011 1205.67231166 0.00138396781009 2176.55693017 1.80526409135 
1.5 40.0 2425000.0 1367.5 3.4103 -2975.7 -20036.0 15.99 15.99 2.2333 1.3035 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1367.5 2425000.0 1262.55066428 0.0 0.0 0.0 
1.5 40.0 1316600.0 1183.9 2.1386 -3380.3 -18150.0 15.99 15.99 2.1734 1.3145 1.7783 1.0 1.0 0.68305 1605.1 880.34 156.152520996 1370.068275 2424137.88172 1260.00848484 0.00188065353338 4558.96347266 3.61820061333 
1.5 40.0 80302.0 582.56 0.26509 -4621.5 -11889.0 15.99 15.99 1.9522 1.363 20.84 2.5805 4.0 1.4307 2091.4 1844.0 162.520433721 1286.6448795 1573359.48312 1205.68265985 0.00138338183582 2176.55693017 1.80524859705 
1.5 40.0 2426000.0 1367.5 3.4117 -2975.7 -20036.0 15.99 15.99 2.2333 1.3035 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1367.5 2426000.0 1262.55066428 0.0 0.0 0.0 
1.5 40.0 1317100.0 1183.9 2.1395 -3380.3 -18150.0 15.99 15.99 2.1734 1.3145 1.7783 1.0 1.0 0.68305 1605.1 880.35 156.154559878 1370.068275 2425058.48703 1260.00848484 0.00187993959612 4558.96347266 3.61820061333 
1.5 40.0 80335.0 582.57 0.2652 -4621.5 -11889.0 15.99 15.99 1.9522 1.363 20.84 2.5805 4.0 1.4307 2091.4 1844.0 162.534839356 1286.66696555 1574006.05311 1205.69300795 0.00138281357043 2176.55693017 1.80523310315 
1.5 40.0 2427000.0 1367.6 3.4131 -2975.7 -20036.0 15.99 15.99 2.2333 1.3035 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1367.6 2427000.0 1262.59682617 0.0 0.0 0.0 
1.5 40.0 1317600.0 1184.0 2.1403 -3380.3 -18150.0 15.99 15.99 2.1734 1.3145 1.7783 1.0 1.0 0.68305 1605.1 880.35 156.163192081 1370.184 2425979.09233 1260.06169803 0.0018792262007 4558.96347266 3.61804781447 
1.5 40.0 80369.0 582.58 0.26531 -4621.5 -11889.0 15.99 15.99 1.9522 1.363 20.84 2.5805 4.0 1.4307 2091.4 1844.0 162.549628296 1286.6890516 1574672.21612 1205.70335595 0.00138222857296 2176.55693017 1.80521760964 
1.5 40.0 2428000.0 1367.6 3.4145 -2975.7 -20035.0 15.99 15.99 2.2333 1.3035 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1367.6 2428000.0 1262.59682617 0.0 0.0 0.0 
1.5 40.0 1318200.0 1184.0 2.1412 -3380.3 -18150.0 15.99 15.99 2.1735 1.3145 1.7783 1.0 1.0 0.68305 1605.1 880.35 156.165634946 1370.184 2427083.81869 1260.06169803 0.00187837084057 4558.96347266 3.61804781447 
1.5 40.0 80402.0 582.6 0.26542 -4621.5 -11889.0 15.99 15.99 1.9522 1.363 20.84 2.5805 4.0 1.4307 2091.4 1844.0 162.565407854 1286.7332237 1575318.78611 1205.7240517 0.00138166125445 2176.55693017 1.80518662384 
2.0 33.333 2421000.0 1872.4 2.6986 -3428.1 -27143.0 17.353 17.353 2.3064 1.2622 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1872.4 2421000.0 1434.37267582 0.0 0.0 0.0 
2.0 33.333 1333900.0 1651.9 1.6853 -3930.8 -24852.0 17.353 17.353 2.2508 1.2704 1.8068 1.0 1.0 0.696 1795.2 1000.0 176.637496749 1875.23688 2420280.53732 1432.16747151 0.00184860302847 4474.13793103 3.12403264285 
2.0 33.333 87496.0 890.37 0.2051 -5549.7 -16827.0 17.353 17.353 1.9826 1.3187 24.883 2.7342 4.0 1.4324 2289.1 2058.1 205.516255081 1951.04698208 2247538.22552 1441.7400026 0.000967268865846 2173.97375035 1.50788196653 
2.0 33.333 2422000.0 1872.4 2.6997 -3428.1 -27143.0 17.353 17.353 2.3064 1.2622 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1872.4 2422000.0 1434.37267582 0.0 0.0 0.0 
2.0 33.333 1334400.0 1651.9 1.686 -3930.8 -24852.0 17.353 17.353 2.2508 1.2704 1.8068 1.0 1.0 0.696 1795.2 1000.0 176.639787811 1875.23688 2421187.75695 1432.16747151 0.00184791035647 4474.13793103 3.12403264285 
2.0 33.333 87533.0 890.37 0.20518 -5549.7 -16826.0 17.353 17.353 1.9826 1.3187 24.883 2.7342 4.0 1.4324 2289.1 2058.1 205.527462213 1951.04698208 2248488.65656 1441.7400026 0.000966860003497 2173.97375035 1.50788196653 
2.0 33.333 2423000.0 1872.5 2.7008 -3428.1 -27142.0 17.353 17.353 2.3064 1.2622 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1872.5 2423000.0 1434.41097836 0.0 0.0 0.0 
2.0 33.333 1335000.0 1651.9 1.6867 -3930.8 -24852.0 17.353 17.353 2.2508 1.2704 1.8068 1.0 1.0 0.696 1795.2 1000.0 176.64253482 1875.23688 2422276.42051 1432.16747151 0.00184707983496 4474.13793103 3.12403264285 
2.0 33.333 87569.0 890.37 0.20527 -5549.7 -16826.0 17.353 17.353 1.9826 1.3187 24.882 2.7342 4.0 1.4324 2289.1 2058.1 205.538357359 1951.04698208 2249413.40028 1441.7400026 0.000966462523109 2173.97375035 1.50788196653 
2.0 33.333 2424000.0 1872.5 2.7019 -3428.1 -27142.0 17.353 17.353 2.3064 1.2622 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1872.5 2424000.0 1434.41097836 0.0 0.0 0.0 
2.0 33.333 1335500.0 1651.9 1.6874 -3930.8 -24851.0 17.353 17.353 2.2508 1.2704 1.8068 1.0 1.0 0.696 1795.2 1000.0 176.644822108 1875.23688 2423183.64015 1432.16747151 0.00184638830376 4474.13793103 3.12403264285 
2.0 33.333 87605.0 890.37 0.20535 -5549.7 -16826.0 17.353 17.353 1.9826 1.3187 24.882 2.7342 4.0 1.4324 2289.1 2058.1 205.549243551 1951.04698208 2250338.144 1441.7400026 0.000966065369398 2173.97375035 1.50788196653 
2.0 33.333 2425000.0 1872.5 2.703 -3428.1 -27142.0 17.353 17.353 2.3064 1.2622 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1872.5 2425000.0 1434.41097836 0.0 0.0 0.0 
2.0 33.333 1336100.0 1651.9 1.6881 -3930.8 -24851.0 17.353 17.353 2.2508 1.2704 1.8068 1.0 1.0 0.696 1795.2 1000.0 176.647564595 1875.23688 2424272.30371 1432.16747151 0.00184555914952 4474.13793103 3.12403264285 
2.0 33.333 87641.0 890.37 0.20544 -5549.7 -16826.0 17.353 17.353 1.9826 1.3187 24.882 2.7342 4.0 1.4324 2289.1 2058.1 205.5601208 1951.04698208 2251262.88771 1441.7400026 0.000965668541962 2173.97375035 1.50788196653 
2.0 33.333 2426000.0 1872.5 2.7041 -3428.1 -27141.0 17.353 17.353 2.3064 1.2622 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1872.5 2426000.0 1434.41097836 0.0 0.0 0.0 
2.0 33.333 1336600.0 1651.9 1.6888 -3930.8 -24851.0 17.353 17.353 2.2508 1.2704 1.8068 1.0 1.0 0.696 1795.2 1000.0 176.649848119 1875.23688 2425179.52334 1432.16747151 0.0018448687563 4474.13793103 3.12403264285 
2.0 33.333 87677.0 890.37 0.20552 -5549.7 -16826.0 17.353 17.353 1.9826 1.3187 24.882 2.7342 4.0 1.4324 2289.1 2058.1 205.570989116 1951.04698208 2252187.63143 1441.7400026 0.000965272040399 2173.97375035 1.50788196653 
2.0 33.333 2427000.0 1872.5 2.7052 -3428.1 -27141.0 17.353 17.353 2.3064 1.2622 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1872.5 2427000.0 1434.41097836 0.0 0.0 0.0 
2.0 33.333 1337200.0 1651.9 1.6895 -3930.8 -24850.0 17.353 17.353 2.2508 1.2704 1.8068 1.0 1.0 0.696 1795.2 1000.0 176.652586094 1875.23688 2426268.1869 1432.16747151 0.00184404096595 4474.13793103 3.12403264285 
2.0 33.333 87713.0 890.37 0.20561 -5549.7 -16826.0 17.353 17.353 1.9826 1.3187 24.881 2.7342 4.0 1.4324 2289.1 2058.1 205.581848511 1951.04698208 2253112.37514 1441.7400026 0.000964875864309 2173.97375035 1.50788196653 
2.0 33.333 2428000.0 1872.5 2.7064 -3428.1 -27141.0 17.353 17.353 2.3064 1.2622 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1872.5 2428000.0 1434.41097836 0.0 0.0 0.0 
2.0 33.333 1337700.0 1651.9 1.6902 -3930.8 -24850.0 17.353 17.353 2.2508 1.2704 1.8068 1.0 1.0 0.696 1795.2 1000.0 176.654865864 1875.23688 2427175.40653 1432.16747151 0.00184335170791 4474.13793103 3.12403264285 
2.0 33.333 87749.0 890.37 0.20569 -5549.7 -16825.0 17.353 17.353 1.9826 1.3187 24.881 2.7342 4.0 1.4324 2289.1 2058.1 205.592698996 1951.04698208 2254037.11886 1441.7400026 0.000964480013289 2173.97375035 1.50788196653 
2.5 28.571 2421000.0 2252.4 2.4093 -3751.2 -32195.0 18.637 18.637 2.3517 1.2341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2252.4 2421000.0 1530.25450205 0.0 0.0 0.0 
2.5 28.571 1347600.0 2013.2 1.5005 -4308.2 -29731.0 18.637 18.637 2.3031 1.2402 1.7911 0.99999 1.0 0.68754 1909.4 1053.7 187.885884739 2254.98048432 2420353.26205 1528.44111702 0.00187129337684 4529.19102889 2.96327478924 
2.5 28.571 93643.0 1164.3 0.18028 -6162.6 -20866.0 18.637 18.637 2.039 1.2801 24.716 2.6789 4.0 1.4343 2446.2 2198.2 220.624224795 2334.50248249 2250366.4957 1537.77658903 0.000964773479143 2171.09391341 1.4118396189 
2.5 28.571 2422000.0 2252.4 2.4103 -3751.2 -32194.0 18.637 18.637 2.3517 1.2341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2252.4 2422000.0 1530.25450205 0.0 0.0 0.0 
2.5 28.571 1348200.0 2013.2 1.5011 -4308.2 -29730.0 18.637 18.637 2.3031 1.2402 1.7911 0.99999 1.0 0.68754 1909.4 1053.7 187.888788705 2254.98048432 2421430.8904 1528.44111702 0.0018704605805 4529.19102889 2.96327478924 
2.5 28.571 93682.0 1164.3 0.18035 -6162.6 -20866.0 18.637 18.637 2.039 1.2801 24.716 2.6789 4.0 1.4343 2446.2 2198.2 220.635982787 2334.50248249 2251303.71785 1537.77658903 0.000964371842055 2171.09391341 1.4118396189 
2.5 28.571 2423000.0 2252.4 2.4113 -3751.2 -32194.0 18.637 18.637 2.3517 1.2341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2252.4 2423000.0 1530.25450205 0.0 0.0 0.0 
2.5 28.571 1348800.0 2013.2 1.5017 -4308.2 -29730.0 18.637 18.637 2.3032 1.2402 1.7911 0.99999 1.0 0.68754 1909.4 1053.7 187.891690088 2254.98048432 2422508.51874 1528.44111702 0.00186962852508 4529.19102889 2.96327478924 
2.5 28.571 93720.0 1164.3 0.18043 -6162.6 -20866.0 18.637 18.637 2.039 1.2801 24.716 2.6789 4.0 1.4343 2446.2 2198.2 220.64742988 2334.50248249 2252216.90866 1537.77658903 0.000963980824876 2171.09391341 1.4118396189 
2.5 28.571 2424000.0 2252.4 2.4123 -3751.2 -32193.0 18.637 18.637 2.3517 1.2341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2252.4 2424000.0 1530.25450205 0.0 0.0 0.0 
2.5 28.571 1349300.0 2013.2 1.5024 -4308.2 -29730.0 18.637 18.637 2.3032 1.2402 1.7911 0.99999 1.0 0.68754 1909.4 1053.7 187.894105936 2254.98048432 2423406.54236 1528.44111702 0.00186893571083 4529.19102889 2.96327478924 
2.5 28.571 93759.0 1164.3 0.1805 -6162.6 -20865.0 18.637 18.637 2.039 1.2801 24.716 2.6789 4.0 1.4343 2446.2 2198.2 220.659168563 2334.50248249 2253154.1308 1537.77658903 0.000963579847347 2171.09391341 1.4118396189 
2.5 28.571 2425000.0 2252.4 2.4133 -3751.2 -32193.0 18.637 18.637 2.3517 1.2341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2252.4 2425000.0 1530.25450205 0.0 0.0 0.0 
2.5 28.571 1349900.0 2013.2 1.503 -4308.2 -29729.0 18.637 18.637 2.3032 1.2402 1.7911 0.99999 1.0 0.68754 1909.4 1053.7 187.897002591 2254.98048432 2424484.17071 1528.44111702 0.00186810501121 4529.19102889 2.96327478924 
2.5 28.571 93798.0 1164.3 0.18058 -6162.6 -20865.0 18.637 18.637 2.039 1.2801 24.716 2.6789 4.0 1.4343 2446.2 2198.2 220.670897485 2334.50248249 2254091.35295 1537.77658903 0.00096317920326 2171.09391341 1.4118396189 
2.5 28.571 2426000.0 2252.4 2.4143 -3751.2 -32193.0 18.637 18.637 2.3517 1.2341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2252.4 2426000.0 1530.25450205 0.0 0.0 0.0 
2.5 28.571 1350400.0 2013.2 1.5036 -4308.2 -29729.0 18.637 18.637 2.3032 1.2402 1.7911 0.99999 1.0 0.68754 1909.4 1053.7 187.899414504 2254.98048432 2425382.19433 1528.44111702 0.0018674133254 4529.19102889 2.96327478924 
2.5 28.571 93836.0 1164.3 0.18065 -6162.6 -20865.0 18.637 18.637 2.039 1.2801 24.716 2.6789 4.0 1.4343 2446.2 2198.2 220.682316287 2334.50248249 2255004.54376 1537.77658903 0.00096278915243 2171.09391341 1.4118396189 
2.5 28.571 2427000.0 2252.4 2.4153 -3751.2 -32192.0 18.637 18.637 2.3517 1.2341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2252.4 2427000.0 1530.25450205 0.0 0.0 0.0 
2.5 28.571 1351000.0 2013.2 1.5042 -4308.2 -29729.0 18.637 18.637 2.3032 1.2402 1.7911 0.99999 1.0 0.68754 1909.4 1053.7 187.902306444 2254.98048432 2426459.82267 1528.44111702 0.00186658397826 4529.19102889 2.96327478924 
2.5 28.571 93875.0 1164.3 0.18072 -6162.6 -20865.0 18.637 18.637 2.039 1.2801 24.716 2.6789 4.0 1.4343 2446.2 2198.2 220.694025972 2334.50248249 2255941.7659 1537.77658903 0.000962389165458 2171.09391341 1.4118396189 
2.5 28.571 2428000.0 2252.4 2.4163 -3751.2 -32192.0 18.637 18.637 2.3517 1.2341 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2252.4 2428000.0 1530.25450205 0.0 0.0 0.0 
2.5 28.571 1351500.0 2013.2 1.5048 -4308.2 -29728.0 18.637 18.637 2.3032 1.2402 1.7911 0.99999 1.0 0.68754 1909.4 1053.7 187.904714431 2254.98048432 2427357.84629 1528.44111702 0.00186589341815 4529.19102889 2.96327478924 
2.5 28.571 93914.0 1164.3 0.1808 -6162.6 -20865.0 18.637 18.637 2.039 1.2801 24.716 2.6789 4.0 1.4343 2446.2 2198.2 220.705725931 2334.50248249 2256878.98805 1537.77658903 0.000961989510695 2171.09391341 1.4118396189 
3.0 25.0 2421000.0 2526.5 2.2716 -3993.6 -35647.0 19.71 19.71 2.3775 1.2157 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2526.5 2421000.0 1584.44592808 0.0 0.0 0.0 
3.0 25.0 1356800.0 2277.7 1.4121 -4579.9 -33116.0 19.71 19.71 2.3347 1.2205 1.7775 0.99998 1.0 0.68003 1975.2 1081.0 194.157156861 2528.80638044 2420566.44588 1582.93446666 0.00189179262091 4579.20974075 2.89286122528 
3.0 25.0 98023.0 1381.3 0.16823 -6575.7 -23882.0 19.71 19.71 2.0902 1.2528 23.995 2.6476 4.0 1.4336 2543.8 2278.8 229.742192284 2605.18279768 2274421.85682 1591.76387102 0.000955035677021 2172.15401786 1.36462075651 
3.0 25.0 2422000.0 2526.5 2.2726 -3993.6 -35646.0 19.71 19.71 2.3775 1.2157 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2526.5 2422000.0 1584.44592808 0.0 0.0 0.0 
3.0 25.0 1357300.0 2277.7 1.4127 -4579.9 -33116.0 19.71 19.71 2.3347 1.2205 1.7775 0.99998 1.0 0.68003 1975.2 1081.0 194.15964609 2528.80638044 2421458.45887 1582.93446666 0.00189109572538 4579.20974075 2.89286122528 
3.0 25.0 98064.0 1381.3 0.1683 -6575.7 -23881.0 19.71 19.71 2.0902 1.2528 23.995 2.6476 4.0 1.4336 2543.8 2278.8 229.75428619 2605.18279768 2275373.17739 1591.76387102 0.000954636382043 2172.15401786 1.36462075651 
3.0 25.0 2423000.0 2526.5 2.2735 -3993.6 -35646.0 19.71 19.71 2.3775 1.2157 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2526.5 2423000.0 1584.44592808 0.0 0.0 0.0 
3.0 25.0 1357900.0 2277.7 1.4133 -4579.9 -33115.0 19.71 19.71 2.3347 1.2205 1.7775 0.99998 1.0 0.68003 1975.2 1081.0 194.162630744 2528.80638044 2422528.87445 1582.93446666 0.00189026012818 4579.20974075 2.89286122528 
3.0 25.0 98104.0 1381.3 0.16836 -6575.7 -23881.0 19.71 19.71 2.0902 1.2528 23.995 2.6477 4.0 1.4336 2543.8 2278.8 229.774933628 2605.27525167 2276701.65656 1591.79211541 0.000954079341752 2172.15401786 1.364596543 
3.0 25.0 2424000.0 2526.5 2.2744 -3993.6 -35646.0 19.71 19.71 2.3775 1.2157 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2526.5 2424000.0 1584.44592808 0.0 0.0 0.0 
3.0 25.0 1358400.0 2277.7 1.4139 -4579.9 -33115.0 19.71 19.71 2.3347 1.2205 1.7775 0.99998 1.0 0.68003 1975.2 1081.0 194.165115943 2528.80638044 2423420.88744 1582.93446666 0.00188956436105 4579.20974075 2.89286122528 
3.0 25.0 98145.0 1381.3 0.16843 -6575.7 -23881.0 19.71 19.71 2.0902 1.2528 23.995 2.6477 4.0 1.4336 2543.8 2278.8 229.787005667 2605.27525167 2277653.14445 1591.79211541 0.000953680775824 2172.15401786 1.364596543 
3.0 25.0 2425000.0 2526.5 2.2754 -3993.6 -35645.0 19.71 19.71 2.3775 1.2157 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2526.5 2425000.0 1584.44592808 0.0 0.0 0.0 
3.0 25.0 1359000.0 2277.7 1.4144 -4579.9 -33115.0 19.71 19.71 2.3347 1.2205 1.7775 0.99998 1.0 0.68003 1975.2 1081.0 194.168095767 2528.80638044 2424491.30303 1582.93446666 0.0018887301163 4579.20974075 2.89286122528 
3.0 25.0 98185.0 1381.3 0.1685 -6575.7 -23881.0 19.71 19.71 2.0902 1.2528 23.995 2.6477 4.0 1.4336 2543.8 2278.8 229.798773549 2605.27525167 2278581.42532 1591.79211541 0.000953292251803 2172.15401786 1.364596543 
