# of f p t rho h g m mw cp gam pip mach aeat cf ivac isp isp_opt t0 p0 c_star at p0at m_dot 
3.0 25.0 1346700.0 1596.4 1.8665 -5923.2 -25576.0 18.398 18.398 2.2815 1.247 1.7917 1.0 1.0 0.68803 174.658372425 96.4317764634 168.457127393 1793.5554 2424338.37202 1369.27828181 0.00186688685449 4525.96543755 3.3053656789 
3.0 25.0 91837.0 903.6 0.22489 -7410.1 -18534.0 18.398 18.398 1.9933 1.2932 24.235 2.6805 4.0 1.4334 224.026106465 200.897409749 196.218836742 1855.39148614 2193631.70464 1374.85030314 0.000990347235784 2172.45709502 1.58014082702 
3.0 25.0 2426000.0 1791.0 2.9973 -5473.4 -27521.0 18.398 18.398 2.3418 1.2391 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1791.0 2426000.0 1371.40318948 0.0 0.0 0.0 
3.0 25.0 1347200.0 1596.4 1.8673 -5923.2 -25576.0 18.398 18.398 2.2815 1.247 1.7917 1.0 1.0 0.68803 174.658372425 96.4317764634 168.459293406 1793.5554 2425238.47538 1369.27828181 0.00186619397783 4525.96543755 3.3053656789 
3.0 25.0 91875.0 903.6 0.22498 -7410.1 -18534.0 18.398 18.398 1.9933 1.2932 24.234 2.6805 4.0 1.4334 224.026106465 200.897409749 196.229551013 1855.39148614 2194539.37807 1374.85030314 0.000989937622777 2172.45709502 1.58014082702 
3.0 25.0 2427000.0 1791.0 2.9985 -5473.4 -27521.0 18.398 18.398 2.3418 1.2391 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1791.0 2427000.0 1371.40318948 0.0 0.0 0.0 
3.0 25.0 1347800.0 1596.4 1.8681 -5923.2 -25576.0 18.398 18.398 2.2815 1.247 1.7917 1.0 1.0 0.68803 174.658372425 96.4317764634 168.461890501 1793.5554 2426318.5994 1369.27828181 0.00186536320443 4525.96543755 3.3053656789 
3.0 25.0 91913.0 903.6 0.22508 -7410.1 -18534.0 18.398 18.398 1.9933 1.2932 24.234 2.6805 4.0 1.4334 224.026106465 200.897409749 196.240256426 1855.39148614 2195447.0515 1374.85030314 0.000989528348467 2172.45709502 1.58014082702 
3.0 25.0 2428000.0 1791.0 2.9997 -5473.4 -27520.0 18.398 18.398 2.3418 1.2391 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1791.0 2428000.0 1371.40318948 0.0 0.0 0.0 
3.0 25.0 1348300.0 1596.4 1.8688 -5923.2 -25575.0 18.398 18.398 2.2815 1.247 1.7917 1.0 1.0 0.68803 174.658372425 96.4317764634 168.464052981 1793.5554 2427218.70275 1369.27828181 0.00186467145809 4525.96543755 3.3053656789 
3.0 25.0 91951.0 903.6 0.22517 -7410.1 -18533.0 18.398 18.398 1.9933 1.2932 24.234 2.6805 4.0 1.4334 224.036304303 200.897409749 196.25095299 1855.39148614 2196354.72493 1374.85030314 0.000989119412433 2172.45709502 1.58014082702 
4.0 20.0 2421000.0 2132.7 2.7079 -5911.3 -31963.0 19.834 19.834 2.4011 1.2115 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2132.7 2421000.0 1452.97902097 0.0 0.0 0.0 
4.0 20.0 1358200.0 1925.8 1.6824 -6402.7 -29927.0 19.834 19.834 2.3483 1.2173 1.7781 1.0 1.0 0.68061 184.366714257 100.951458291 177.945756543 2135.03817 2420467.68498 1451.29001535 0.00189025760319 4575.30744479 3.15257970248 
4.0 20.0 98104.0 1169.5 0.20011 -8082.0 -22368.0 19.834 19.834 2.0669 1.2544 23.818 2.6439 4.0 1.4337 237.568835407 212.65551703 210.588508834 2209.36602064 2258973.283 1460.61089359 0.000961499866922 2172.00251099 1.48705074056 
4.0 20.0 2422000.0 2132.7 2.7091 -5911.3 -31963.0 19.834 19.834 2.4011 1.2115 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2132.7 2422000.0 1452.97902097 0.0 0.0 0.0 
4.0 20.0 1358800.0 1925.8 1.6831 -6402.7 -29927.0 19.834 19.834 2.3483 1.2173 1.7781 1.0 1.0 0.68061 184.366714257 100.951458291 177.948492287 2135.03817 2421536.95358 1451.29001535 0.00188942292953 4575.30744479 3.15257970248 
4.0 20.0 98144.0 1169.5 0.20019 -8082.0 -22367.0 19.834 19.834 2.0669 1.2544 23.818 2.6439 4.0 1.4337 237.568835407 212.65551703 210.599400753 2209.36602064 2259894.33547 1460.61089359 0.000961107993811 2172.00251099 1.48705074056 
4.0 20.0 2423000.0 2132.7 2.7102 -5911.3 -31962.0 19.834 19.834 2.4011 1.2115 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2132.7 2423000.0 1452.97902097 0.0 0.0 0.0 
4.0 20.0 1359300.0 1925.8 1.6838 -6402.7 -29927.0 19.834 19.834 2.3483 1.2173 1.7781 1.0 1.0 0.68061 184.366714257 100.951458291 177.950770228 2135.03817 2422428.01074 1451.29001535 0.00188872793103 4575.30744479 3.15257970248 
4.0 20.0 98185.0 1169.5 0.20027 -8082.0 -22367.0 19.834 19.834 2.0669 1.2544 23.818 2.6439 4.0 1.4337 237.568835407 212.65551703 210.610555759 2209.36602064 2260838.41425 1460.61089359 0.000960706655238 2172.00251099 1.48705074056 
4.0 20.0 2424000.0 2132.7 2.7113 -5911.3 -31962.0 19.834 19.834 2.4011 1.2115 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2132.7 2424000.0 1452.97902097 0.0 0.0 0.0 
4.0 20.0 1359900.0 1925.8 1.6845 -6402.7 -29927.0 19.834 19.834 2.3483 1.2173 1.7781 1.0 1.0 0.68061 184.366714257 100.951458291 177.953501546 2135.03817 2423497.27934 1451.29001535 0.00188789460743 4575.30744479 3.15257970248 
4.0 20.0 98225.0 1169.5 0.20036 -8082.0 -22367.0 19.834 19.834 2.0669 1.2544 23.818 2.6439 4.0 1.4337 237.568835407 212.65551703 210.621429718 2209.36602064 2261759.46672 1460.61089359 0.000960315428298 2172.00251099 1.48705074056 
4.0 20.0 2425000.0 2132.7 2.7124 -5911.3 -31962.0 19.834 19.834 2.4011 1.2115 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2132.7 2425000.0 1452.97902097 0.0 0.0 0.0 
4.0 20.0 1360500.0 1925.8 1.6852 -6402.7 -29926.0 19.834 19.834 2.3483 1.2173 1.7781 1.0 1.0 0.68061 184.366714257 100.951458291 177.956230456 2135.03817 2424566.54794 1451.29001535 0.00188706201885 4575.30744479 3.15257970248 
4.0 20.0 98266.0 1169.5 0.20044 -8082.0 -22367.0 19.834 19.834 2.0669 1.2544 23.818 2.6439 4.0 1.4337 237.568835407 212.65551703 210.632566338 2209.36602064 2262703.5455 1460.61089359 0.000959914751232 2172.00251099 1.48705074056 
4.0 20.0 2426000.0 2132.7 2.7135 -5911.3 -31961.0 19.834 19.834 2.4011 1.2115 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2132.7 2426000.0 1452.97902097 0.0 0.0 0.0 
4.0 20.0 1361000.0 1925.8 1.6858 -6402.7 -29926.0 19.834 19.834 2.3483 1.2173 1.7781 1.0 1.0 0.68061 184.366714257 100.951458291 177.958502709 2135.03817 2425457.6051 1451.29001535 0.0018863687558 4575.30744479 3.15257970248 
4.0 20.0 98307.0 1169.5 0.20052 -8082.0 -22367.0 19.834 19.834 2.0669 1.2544 23.818 2.6439 4.0 1.4337 237.568835407 212.65551703 210.643693669 2209.36602064 2263647.62427 1460.61089359 0.000959514408379 2172.00251099 1.48705074056 
4.0 20.0 2427000.0 2132.7 2.7146 -5911.3 -31961.0 19.834 19.834 2.4011 1.2115 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2132.7 2427000.0 1452.97902097 0.0 0.0 0.0 
4.0 20.0 1361600.0 1925.8 1.6865 -6402.7 -29926.0 19.834 19.834 2.3483 1.2173 1.7781 1.0 1.0 0.68061 184.366714257 100.951458291 177.96122721 2135.03817 2426526.8737 1451.29001535 0.00188553751223 4575.30744479 3.15257970248 
4.0 20.0 98347.0 1169.5 0.2006 -8082.0 -22366.0 19.834 19.834 2.0669 1.2544 23.818 2.6439 4.0 1.4337 237.568835407 212.65551703 210.654540661 2209.36602064 2264568.67674 1460.61089359 0.000959124151673 2172.00251099 1.48705074056 
4.0 20.0 2428000.0 2132.7 2.7158 -5911.3 -31960.0 19.834 19.834 2.4011 1.2115 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2132.7 2428000.0 1452.97902097 0.0 0.0 0.0 
4.0 20.0 1362100.0 1925.8 1.6872 -6402.7 -29925.0 19.834 19.834 2.3483 1.2173 1.7781 1.0 1.0 0.68061 184.366714257 100.951458291 177.963495793 2135.03817 2427417.93087 1451.29001535 0.00188484536866 4575.30744479 3.15257970248 
4.0 20.0 98388.0 1169.5 0.20069 -8082.0 -22366.0 19.834 19.834 2.0669 1.2544 23.818 2.6439 4.0 1.4337 237.568835407 212.65551703 210.665649674 2209.36602064 2265512.75552 1460.61089359 0.000958724467868 2172.00251099 1.48705074056 
4.5 18.182 2421000.0 2255.4 2.6348 -6070.6 -33476.0 20.409 20.409 2.4202 1.2024 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2255.4 2421000.0 1476.98263526 0.0 0.0 0.0 
4.5 18.182 1362800.0 2045.5 1.6354 -6573.7 -31427.0 20.409 20.409 2.3705 1.2075 1.7726 0.99999 1.0 0.67759 187.252702427 102.182337344 180.71372523 2257.71638061 2420493.68208 1475.49757382 0.00189866203672 4595.69946428 3.11467775063 
4.5 18.182 100370.0 1272.0 0.19369 -8312.3 -23768.0 20.409 20.409 2.099 1.2408 23.524 2.6309 4.0 1.4335 241.811136039 216.163573322 214.882330493 2332.04006519 2280757.61334 1485.07233846 0.000952449104263 2172.30554587 1.46276076229 
4.5 18.182 2422000.0 2255.4 2.6359 -6070.6 -33475.0 20.409 20.409 2.4202 1.2024 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2255.4 2422000.0 1476.98263526 0.0 0.0 0.0 
4.5 18.182 1363400.0 2045.5 1.6361 -6573.7 -31427.0 20.409 20.409 2.3705 1.2075 1.7726 0.99999 1.0 0.67759 187.252702427 102.182337344 180.716497192 2257.71638061 2421559.35291 1475.49757382 0.00189782648059 4595.69946428 3.11467775063 
4.5 18.182 100410.0 1272.0 0.19377 -8312.3 -23768.0 20.409 20.409 2.099 1.2408 23.524 2.6309 4.0 1.4335 241.811136039 216.163573322 214.893051516 2332.04006519 2281666.55331 1485.07233846 0.00095206968026 2172.30554587 1.46276076229 
4.5 18.182 2423000.0 2255.4 2.637 -6070.6 -33475.0 20.409 20.409 2.4202 1.2024 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2255.4 2423000.0 1476.98263526 0.0 0.0 0.0 
4.5 18.182 1363900.0 2045.5 1.6368 -6573.7 -31427.0 20.409 20.409 2.3705 1.2075 1.7726 0.99999 1.0 0.67759 187.252702427 102.182337344 180.718805297 2257.71638061 2422447.41194 1475.49757382 0.00189713074539 4595.69946428 3.11467775063 
4.5 18.182 100460.0 1272.0 0.19385 -8312.3 -23768.0 20.409 20.409 2.099 1.2408 23.524 2.6309 4.0 1.4335 241.811136039 216.163573322 214.906440788 2332.04006519 2282802.72827 1485.07233846 0.000951595825153 2172.30554587 1.46276076229 
4.5 18.182 2424000.0 2255.4 2.6381 -6070.6 -33474.0 20.409 20.409 2.4202 1.2024 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2255.4 2424000.0 1476.98263526 0.0 0.0 0.0 
4.5 18.182 1364500.0 2045.5 1.6375 -6573.7 -31426.0 20.409 20.409 2.3705 1.2075 1.7726 0.99999 1.0 0.67759 187.252702427 102.182337344 180.72157279 2257.71638061 2423513.08277 1475.49757382 0.0018962965362 4595.69946428 3.11467775063 
4.5 18.182 100500.0 1272.0 0.19393 -8312.3 -23768.0 20.409 20.409 2.099 1.2408 23.524 2.6309 4.0 1.4335 241.811136039 216.163573322 214.917142614 2332.04006519 2283711.66823 1485.07233846 0.000951217080546 2172.30554587 1.46276076229 
4.5 18.182 2425000.0 2255.4 2.6392 -6070.6 -33474.0 20.409 20.409 2.4202 1.2024 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2255.4 2425000.0 1476.98263526 0.0 0.0 0.0 
4.5 18.182 1365100.0 2045.5 1.6381 -6573.7 -31426.0 20.409 20.409 2.3705 1.2075 1.7726 0.99999 1.0 0.67759 187.252702427 102.182337344 180.724337851 2257.71638061 2424578.7536 1475.49757382 0.00189546306032 4595.69946428 3.11467775063 
4.5 18.182 100540.0 1272.0 0.19401 -8312.3 -23767.0 20.409 20.409 2.099 1.2408 23.524 2.6309 4.0 1.4335 241.811136039 216.163573322 214.927835924 2332.04006519 2284620.6082 1485.07233846 0.000950838637308 2172.30554587 1.46276076229 
4.5 18.182 2426000.0 2255.4 2.6403 -6070.6 -33474.0 20.409 20.409 2.4202 1.2024 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2255.4 2426000.0 1476.98263526 0.0 0.0 0.0 
4.5 18.182 1365600.0 2045.5 1.6388 -6573.7 -31426.0 20.409 20.409 2.3705 1.2075 1.7726 0.99999 1.0 0.67759 187.252702427 102.182337344 180.726640212 2257.71638061 2425466.81263 1475.49757382 0.00189476905656 4595.69946428 3.11467775063 
4.5 18.182 100580.0 1272.0 0.19409 -8312.3 -23767.0 20.409 20.409 2.099 1.2408 23.524 2.6309 4.0 1.4335 241.811136039 216.163573322 214.938520729 2332.04006519 2285529.54817 1485.07233846 0.000950460495078 2172.30554587 1.46276076229 
4.5 18.182 2427000.0 2255.4 2.6414 -6070.6 -33473.0 20.409 20.409 2.4202 1.2024 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2255.4 2427000.0 1476.98263526 0.0 0.0 0.0 
4.5 18.182 1366200.0 2045.5 1.6395 -6573.7 -31425.0 20.409 20.409 2.3705 1.2075 1.7726 0.99999 1.0 0.67759 187.252702427 102.182337344 180.729400821 2257.71638061 2426532.48346 1475.49757382 0.00189393692259 4595.69946428 3.11467775063 
4.5 18.182 100620.0 1272.0 0.19417 -8312.3 -23767.0 20.409 20.409 2.099 1.2408 23.524 2.6309 4.0 1.4335 241.811136039 216.163573322 214.949197039 2332.04006519 2286438.48814 1485.07233846 0.000950082653497 2172.30554587 1.46276076229 
4.5 18.182 2428000.0 2255.5 2.6424 -6070.6 -33473.0 20.409 20.409 2.4202 1.2024 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2255.5 2428000.0 1477.01537815 0.0 0.0 0.0 
4.5 18.182 1366800.0 2045.5 1.6402 -6573.7 -31425.0 20.409 20.409 2.3705 1.2075 1.7726 0.99999 1.0 0.67759 187.252702427 102.182337344 180.732159006 2257.71638061 2427598.15429 1475.49757382 0.0018931055192 4595.69946428 3.11467775063 
4.5 18.182 100660.0 1272.0 0.19425 -8312.3 -23767.0 20.409 20.409 2.099 1.2408 23.524 2.6309 4.0 1.4335 241.811136039 216.163573322 214.959864863 2332.04006519 2287347.4281 1485.07233846 0.000949705112208 2172.30554587 1.46276076229 
5.0 16.667 2421000.0 2355.8 2.5846 -6203.3 -34670.0 20.911 20.911 2.435 1.1952 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2355.8 2421000.0 1494.49239862 0.0 0.0 0.0 
5.0 16.667 1366500.0 2143.8 1.603 -6714.6 -32619.0 20.911 20.911 2.3879 1.1998 1.7677 0.99999 1.0 0.67483 189.384050581 103.018560065 182.711875956 2357.96133671 2420644.89585 1493.11450069 0.00190630831911 4614.49550257 3.09051683608 
5.0 16.667 102210.0 1358.6 0.18921 -8497.3 -24914.0 20.911 20.911 2.1263 1.23 23.25 2.6197 4.0 1.4332 245.043850704 218.784417703 218.001183294 2430.84139795 2294573.31994 1502.57344581 0.000946912542689 2172.76025677 1.4460259915 
5.0 16.667 2422000.0 2355.8 2.5856 -6203.3 -34669.0 20.911 20.911 2.435 1.1952 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2355.8 2422000.0 1494.49239862 0.0 0.0 0.0 
5.0 16.667 1367000.0 2143.8 1.6037 -6714.6 -32619.0 20.911 20.911 2.3879 1.1998 1.7677 0.99999 1.0 0.67483 189.384050581 103.018560065 182.714207203 2357.96133671 2421530.60566 1493.11450069 0.0019056110593 4614.49550257 3.09051683608 
5.0 16.667 102250.0 1358.6 0.18929 -8497.3 -24914.0 20.911 20.911 2.1263 1.23 23.25 2.6197 4.0 1.4332 245.043850704 218.784417703 218.011771324 2430.84139795 2295471.30382 1502.57344581 0.000946542112355 2172.76025677 1.4460259915 
5.0 16.667 2423000.0 2355.8 2.5867 -6203.3 -34669.0 20.911 20.911 2.435 1.1952 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2355.8 2423000.0 1494.49239862 0.0 0.0 0.0 
5.0 16.667 1367600.0 2143.8 1.6044 -6714.6 -32619.0 20.911 20.911 2.3879 1.1998 1.7677 0.99999 1.0 0.67483 189.384050581 103.018560065 182.717002449 2357.96133671 2422593.45742 1493.11450069 0.00190477502052 4614.49550257 3.09051683608 
5.0 16.667 102300.0 1358.6 0.18936 -8497.3 -24913.0 20.911 20.911 2.1263 1.23 23.25 2.6197 4.0 1.4332 245.043850704 218.784417703 218.024994718 2430.84139795 2296593.78368 1502.57344581 0.000946079481801 2172.76025677 1.4460259915 
5.0 16.667 2424000.0 2355.8 2.5877 -6203.3 -34669.0 20.911 20.911 2.435 1.1952 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2355.8 2424000.0 1494.49239862 0.0 0.0 0.0 
5.0 16.667 1368200.0 2143.8 1.605 -6714.6 -32618.0 20.911 20.911 2.3879 1.1998 1.7677 0.99999 1.0 0.67483 189.384050581 103.018560065 182.719795243 2357.96133671 2423656.30919 1493.11450069 0.001903939715 4614.49550257 3.09051683608 
5.0 16.667 102340.0 1358.6 0.18944 -8497.3 -24913.0 20.911 20.911 2.1263 1.23 23.25 2.6197 4.0 1.4332 245.043850704 218.784417703 218.03556413 2430.84139795 2297491.76756 1502.57344581 0.000945709702836 2172.76025677 1.4460259915 
5.0 16.667 2425000.0 2355.8 2.5888 -6203.3 -34668.0 20.911 20.911 2.435 1.1952 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2355.8 2425000.0 1494.49239862 0.0 0.0 0.0 
5.0 16.667 1368700.0 2143.8 1.6057 -6714.6 -32618.0 20.911 20.911 2.3879 1.1998 1.7677 0.99999 1.0 0.67483 189.384050581 103.018560065 182.722120701 2357.96133671 2424542.01899 1493.11450069 0.0019032441865 4614.49550257 3.09051683608 
5.0 16.667 102380.0 1358.6 0.18952 -8497.3 -24913.0 20.911 20.911 2.1263 1.23 23.25 2.6197 4.0 1.4332 245.043850704 218.784417703 218.046125283 2430.84139795 2298389.75144 1502.57344581 0.000945340212818 2172.76025677 1.4460259915 
5.0 16.667 2426000.0 2355.8 2.5899 -6203.3 -34668.0 20.911 20.911 2.435 1.1952 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2355.8 2426000.0 1494.49239862 0.0 0.0 0.0 
5.0 16.667 1369300.0 2143.8 1.6063 -6714.6 -32618.0 20.911 20.911 2.3879 1.1998 1.7677 0.99999 1.0 0.67483 189.384050581 103.018560065 182.72490901 2357.96133671 2425604.87076 1493.11450069 0.00190241022279 4614.49550257 3.09051683608 
5.0 16.667 102420.0 1358.6 0.1896 -8497.3 -24913.0 20.911 20.911 2.1263 1.23 23.25 2.6197 4.0 1.4332 245.043850704 218.784417703 218.056678186 2430.84139795 2299287.73533 1502.57344581 0.000944971011407 2172.76025677 1.4460259915 
5.0 16.667 2427000.0 2355.8 2.5909 -6203.3 -34667.0 20.911 20.911 2.435 1.1952 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2355.8 2427000.0 1494.49239862 0.0 0.0 0.0 
5.0 16.667 1369900.0 2143.8 1.607 -6714.6 -32617.0 20.911 20.911 2.3879 1.1998 1.7677 0.99999 1.0 0.67483 189.384050581 103.018560065 182.727694875 2357.96133671 2426667.72253 1493.11450069 0.00190157698961 4614.49550257 3.09051683608 
5.0 16.667 102470.0 1358.6 0.18968 -8497.3 -24913.0 20.911 20.911 2.1263 1.23 23.25 2.6197 4.0 1.4332 245.043850704 218.784417703 218.06985773 2430.84139795 2300410.21518 1502.57344581 0.000944509914983 2172.76025677 1.4460259915 
5.0 16.667 2428000.0 2355.8 2.592 -6203.3 -34667.0 20.911 20.911 2.435 1.1952 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2355.8 2428000.0 1494.49239862 0.0 0.0 0.0 
5.0 16.667 1370400.0 2143.8 1.6077 -6714.6 -32617.0 20.911 20.911 2.3879 1.1998 1.7677 0.99999 1.0 0.67483 189.384050581 103.018560065 182.730014566 2357.96133671 2427553.43233 1493.11450069 0.00190088318597 4614.49550257 3.09051683608 
5.0 16.667 102510.0 1358.6 0.18975 -8497.3 -24912.0 20.911 20.911 2.1263 1.23 23.25 2.6197 4.0 1.4332 245.043850704 218.784417703 218.080392108 2430.84139795 2301308.19907 1502.57344581 0.000944141361704 2172.76025677 1.4460259915 
5.5 15.385 2421000.0 2437.5 2.5501 -6315.6 -35607.0 21.348 21.348 2.4464 1.1893 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2437.5 2421000.0 1507.22836755 0.0 0.0 0.0 
5.5 15.385 1369400.0 2224.3 1.5807 -6832.6 -33561.0 21.348 21.348 2.4015 1.1936 1.7629 0.99998 1.0 0.67215 190.974913318 103.56924332 184.148509961 2439.6036276 2420572.84468 1505.92109461 0.00191396613136 4632.8944432 3.07645231864 
5.5 15.385 103710.0 1431.1 0.18606 -8647.7 -25844.0 21.348 21.348 2.149 1.2214 23.0 2.6097 4.0 1.4328 247.572914542 220.772996125 220.224649395 2510.04367572 2301233.26067 1514.94186814 0.000944435695118 2173.36683417 1.43462061474 
5.5 15.385 2422000.0 2437.5 2.5511 -6315.6 -35606.0 21.348 21.348 2.4464 1.1893 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2437.5 2422000.0 1507.22836755 0.0 0.0 0.0 
5.5 15.385 1370000.0 2224.3 1.5814 -6832.6 -33561.0 21.348 21.348 2.4015 1.1936 1.7629 0.99998 1.0 0.67215 190.974913318 103.56924332 184.151325357 2439.6036276 2421633.41406 1505.92109461 0.00191312789801 4632.8944432 3.07645231864 
5.5 15.385 103750.0 1431.1 0.18614 -8647.7 -25844.0 21.348 21.348 2.149 1.2214 23.0 2.6097 4.0 1.4328 247.572914542 220.772996125 220.235139792 2510.04367572 2302120.82533 1514.94186814 0.000944071575332 2173.36683417 1.43462061474 
5.5 15.385 2423000.0 2437.6 2.5522 -6315.6 -35606.0 21.348 21.348 2.4464 1.1893 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2437.6 2423000.0 1507.25928474 0.0 0.0 0.0 
5.5 15.385 1370500.0 2224.3 1.582 -6832.6 -33561.0 21.348 21.348 2.4015 1.1936 1.7629 0.99998 1.0 0.67215 190.974913318 103.56924332 184.153669637 2439.6036276 2422517.22188 1505.92109461 0.00191242993089 4632.8944432 3.07645231864 
5.5 15.385 103790.0 1431.1 0.18622 -8647.7 -25844.0 21.348 21.348 2.149 1.2214 23.0 2.6097 4.0 1.4328 247.572914542 220.772996125 220.245622103 2510.04367572 2303008.38998 1514.94186814 0.000943707736205 2173.36683417 1.43462061474 
5.5 15.385 2424000.0 2437.6 2.5532 -6315.6 -35606.0 21.348 21.348 2.4464 1.1893 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2437.6 2424000.0 1507.25928474 0.0 0.0 0.0 
5.5 15.385 1371100.0 2224.3 1.5827 -6832.6 -33560.0 21.348 21.348 2.4015 1.1936 1.7629 0.99998 1.0 0.67215 190.974913318 103.56924332 184.156480517 2439.6036276 2423577.79125 1505.92109461 0.00191159304229 4632.8944432 3.07645231864 
5.5 15.385 103840.0 1431.1 0.18629 -8647.7 -25844.0 21.348 21.348 2.149 1.2214 23.0 2.6097 4.0 1.4328 247.572914542 220.772996125 220.258713636 2510.04367572 2304117.8458 1514.94186814 0.000943253331478 2173.36683417 1.43462061474 
5.5 15.385 2425000.0 2437.6 2.5543 -6315.6 -35605.0 21.348 21.348 2.4464 1.1893 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2437.6 2425000.0 1507.25928474 0.0 0.0 0.0 
5.5 15.385 1371700.0 2224.3 1.5833 -6832.6 -33560.0 21.348 21.348 2.4015 1.1936 1.7629 0.99998 1.0 0.67215 190.974913318 103.56924332 184.159288937 2439.6036276 2424638.36063 1505.92109461 0.00191075688582 4632.8944432 3.07645231864 
5.5 15.385 103880.0 1431.1 0.18637 -8647.7 -25844.0 21.348 21.348 2.149 1.2214 23.0 2.6097 4.0 1.4328 247.572914542 220.772996125 220.269177788 2510.04367572 2305005.41046 1514.94186814 0.000942890122648 2173.36683417 1.43462061474 
5.5 15.385 2426000.0 2437.6 2.5553 -6315.6 -35605.0 21.348 21.348 2.4464 1.1893 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2437.6 2426000.0 1507.25928474 0.0 0.0 0.0 
5.5 15.385 1372200.0 2224.3 1.584 -6832.6 -33560.0 21.348 21.348 2.4015 1.1936 1.7629 0.99998 1.0 0.67215 190.974913318 103.56924332 184.161627411 2439.6036276 2425522.16845 1505.92109461 0.00191006064734 4632.8944432 3.07645231864 
5.5 15.385 103920.0 1431.1 0.18645 -8647.7 -25843.0 21.348 21.348 2.149 1.2214 23.0 2.6097 4.0 1.4328 247.572914542 220.772996125 220.279633884 2510.04367572 2305892.97511 1514.94186814 0.000942527193425 2173.36683417 1.43462061474 
5.5 15.385 2427000.0 2437.6 2.5564 -6315.6 -35604.0 21.348 21.348 2.4464 1.1893 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2437.6 2427000.0 1507.25928474 0.0 0.0 0.0 
5.5 15.385 1372800.0 2224.3 1.5846 -6832.6 -33559.0 21.348 21.348 2.4015 1.1936 1.7629 0.99998 1.0 0.67215 190.974913318 103.56924332 184.164431331 2439.6036276 2426582.73783 1505.92109461 0.00190922583062 4632.8944432 3.07645231864 
5.5 15.385 103960.0 1431.1 0.18652 -8647.8 -25843.0 21.348 21.348 2.149 1.2214 23.0 2.6097 4.0 1.4328 247.572914542 220.772996125 220.290081935 2510.04367572 2306780.53977 1514.94186814 0.000942164543485 2173.36683417 1.43462061474 
5.5 15.385 2428000.0 2437.6 2.5574 -6315.6 -35604.0 21.348 21.348 2.4464 1.1893 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2437.6 2428000.0 1507.25928474 0.0 0.0 0.0 
5.5 15.385 1373400.0 2224.3 1.5853 -6832.6 -33559.0 21.348 21.348 2.4015 1.1936 1.7629 0.99998 1.0 0.67215 190.974913318 103.56924332 184.167232802 2439.6036276 2427643.30721 1505.92109461 0.00190839174332 4632.8944432 3.07645231864 
5.5 15.385 104010.0 1431.1 0.1866 -8647.8 -25843.0 21.348 21.348 2.149 1.2214 23.0 2.6097 4.0 1.4328 247.572914542 220.772996125 220.303130697 2510.04367572 2307889.99559 1514.94186814 0.000941711623312 2173.36683417 1.43462061474 
6.0 14.286 2421000.0 2502.0 2.5283 -6411.8 -36313.0 21.725 21.725 2.4548 1.1847 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2502.0 2421000.0 1515.84728514 0.0 0.0 0.0 
6.0 14.286 1371800.0 2288.2 1.5664 -6932.3 -34278.0 21.725 21.725 2.4116 1.1886 1.7579 1.0 1.0 0.66926 192.157862533 103.875178462 185.110378339 2503.97726 2420679.36376 1514.65151426 0.00192214643864 4652.90021815 3.07192788199 
6.0 14.286 104910.0 1490.0 0.18398 -8769.9 -26576.0 21.725 21.725 2.167 1.2145 22.766 2.6003 4.0 1.4323 249.561492963 222.292473996 221.646911598 2570.51420628 2300226.62951 1522.80685682 0.0009451788378 2174.12553236 1.42770931365 
