# of f p t rho h g m mw cp gam pip mach aeat cf ivac isp isp_opt t0 p0 at p0at m_dot 
4.4 18.519 4400000.0 2442.8 4.492 -5618.0 -34834.0 0.0 20.735 2.4251 1.1981 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2442.8 4400000.0 0.0 0.0 0.0 
4.4 18.519 2481100.0 2220.1 2.787 -6153.3 -32705.0 0.0 20.735 2.3802 1.2026 1.7691 0.99999 1.0 0.67562 1898.1 1033.5 193.256421592 2444.9916321 4399308.83602 0.00104768725307 4609.09978982 3.0212100317 
4.4 18.519 184870.0 1399.7 0.32938 -8013.1 -24754.0 0.0 20.735 2.1272 1.2323 23.328 2.6233 4.0 1.4332 2454.6 2192.3 250.239094571 2518.49391401 4170104.26185 0.000521032597828 2172.76025677 1.41559246695 
4.5 18.182 3000000.0 2463.1 3.0533 -5645.8 -35445.0 0.0 20.844 2.4275 1.1966 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2463.1 3000000.0 0.0 0.0 0.0 
4.5 18.182 1692500.0 2240.1 1.8942 -6182.4 -33283.0 0.0 20.844 2.3831 1.201 1.7674 0.99999 1.0 0.67465 1902.2 1034.6 193.604891139 2465.22554742 2999367.22076 0.00153890015239 4615.72667309 3.01957687743 
4.5 18.182 126510.0 1417.7 0.22371 -8050.1 -25201.0 0.0 20.844 2.1323 1.2301 23.255 2.6202 4.0 1.4331 2461.4 2197.6 250.774904812 2537.49841121 2842446.04923 0.000764451402679 2172.91186937 1.41318026742 
4.5 18.182 3200000.0 2463.6 3.2564 -5645.8 -35387.0 0.0 20.845 2.4275 1.1966 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2463.6 3200000.0 0.0 0.0 0.0 
4.5 18.182 1805400.0 2240.5 2.0201 -6182.4 -33231.0 0.0 20.845 2.3832 1.201 1.7675 0.99999 1.0 0.6747 1902.3 1034.7 193.617534653 2465.66574662 3199443.17894 0.00144255870702 4615.38461538 3.01915598871 
4.5 18.182 134950.0 1418.0 0.23858 -8050.4 -25169.0 0.0 20.845 2.1324 1.2301 23.256 2.6203 4.0 1.4331 2461.4 2197.6 250.799384178 2538.12086614 3032623.31313 0.000716512288212 2172.91186937 1.41304086532 
4.5 18.182 3400000.0 2464.0 3.4595 -5645.8 -35333.0 0.0 20.846 2.4276 1.1966 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2464.0 3400000.0 0.0 0.0 0.0 
4.5 18.182 1918200.0 2240.9 2.1461 -6182.5 -33182.0 0.0 20.846 2.3832 1.201 1.7676 0.99999 1.0 0.67475 1902.3 1034.8 193.63017574 2466.10594581 3399341.92193 0.00135762824522 4615.04260837 3.01873521986 
4.5 18.182 143390.0 1418.3 0.25346 -8050.8 -25139.0 0.0 20.846 2.1325 1.2301 23.257 2.6203 4.0 1.4331 2461.4 2197.7 250.819909135 2538.65784516 3222288.67632 0.000674338052125 2172.91186937 1.41292530363 
4.5 18.182 3600000.0 2464.4 3.6626 -5645.8 -35281.0 0.0 20.846 2.4277 1.1966 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2464.4 3600000.0 0.0 0.0 0.0 
4.5 18.182 2031100.0 2241.3 2.2721 -6182.5 -33135.0 0.0 20.846 2.3833 1.201 1.7676 0.99999 1.0 0.6748 1902.4 1034.8 193.647459017 2466.54614501 3599417.88011 0.00128206860269 4614.70065205 3.01824217791 
4.5 18.182 151830.0 1418.6 0.26833 -8051.1 -25111.0 0.0 20.846 2.1326 1.23 23.258 2.6204 4.0 1.4331 2461.5 2197.7 250.837394432 2538.79331705 3412822.0113 0.000636690651367 2172.91186937 1.41284658804 
4.5 18.182 3800000.0 2464.7 3.8656 -5645.8 -35232.0 0.0 20.847 2.4277 1.1966 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2464.7 3800000.0 0.0 0.0 0.0 
4.5 18.182 2143900.0 2241.6 2.398 -6182.6 -33091.0 0.0 20.847 2.3834 1.201 1.7677 0.99999 1.0 0.67484 1902.4 1034.9 193.655775977 2466.87629441 3799316.6231 0.00121454134552 4614.42712347 3.01793369555 
4.5 18.182 160270.0 1418.9 0.28321 -8051.4 -25084.0 0.0 20.847 2.1327 1.23 23.259 2.6205 4.0 1.4331 2461.5 2197.7 250.86186061 2539.41572876 3603184.48773 0.000603053181644 2172.91186937 1.41270731598 
4.5 18.182 4000000.0 2465.1 4.0687 -5645.8 -35186.0 0.0 20.848 2.4278 1.1966 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2465.1 4000000.0 0.0 0.0 0.0 
4.5 18.182 2256800.0 2241.9 2.524 -6182.7 -33049.0 0.0 20.848 2.3834 1.201 1.7678 0.99999 1.0 0.67488 1902.5 1035.0 193.664091553 2467.2064438 3999392.58128 0.00115371360364 4614.15362731 3.01762527887 
4.5 18.182 168710.0 1419.1 0.29808 -8051.6 -25058.0 0.0 20.848 2.1328 1.23 23.26 2.6205 4.0 1.4331 2461.5 2197.8 250.873531893 2539.77367023 3792932.27007 0.00057288443733 2172.91186937 1.4126416429 
4.5 18.182 4200000.0 2465.4 4.2717 -5645.8 -35141.0 0.0 20.848 2.4279 1.1965 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2465.4 4200000.0 0.0 0.0 0.0 
4.5 18.182 2369600.0 2242.2 2.6499 -6182.7 -33009.0 0.0 20.848 2.3835 1.2009 1.7678 0.99999 1.0 0.67492 1902.5 1035.0 193.676314457 2467.42448544 4199146.71083 0.00109876612591 4613.88016357 3.01722285519 
4.5 18.182 177150.0 1419.4 0.31295 -8051.9 -25033.0 0.0 20.848 2.1329 1.23 23.26 2.6206 4.0 1.4331 2461.5 2197.8 250.904008905 2540.39613343 3983397.38864 0.000545492115743 2172.91186937 1.41246856531 
4.5 18.182 4400000.0 2465.7 4.4747 -5645.8 -35099.0 0.0 20.849 2.4279 1.1965 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2465.7 4400000.0 0.0 0.0 0.0 
4.5 18.182 2482500.0 2242.5 2.7759 -6182.7 -32970.0 0.0 20.849 2.3836 1.2009 1.7679 0.99999 1.0 0.67495 1902.5 1035.1 193.684627301 2467.75461984 4399215.77888 0.00104874944057 4613.67508704 3.01695928124 
4.5 18.182 185590.0 1419.6 0.32783 -8052.1 -25010.0 0.0 20.849 2.133 1.23 23.261 2.6206 4.0 1.4331 2461.5 2197.8 250.91567464 2540.75408695 4173179.34721 0.000520684995441 2172.91186937 1.41240293676 
4.75 17.391 3000000.0 2514.9 3.0289 -5710.9 -36040.0 0.0 21.112 2.4336 1.1931 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2514.9 3000000.0 0.0 0.0 0.0 
4.75 17.391 1694800.0 2291.1 1.8783 -6251.0 -33881.0 0.0 21.112 2.3905 1.1972 1.7643 0.99998 1.0 0.6729 1912.0 1037.8 194.521586336 2516.99342399 2999479.65665 0.00154284450889 4627.73071779 3.01190264428 
4.75 17.391 127630.0 1463.4 0.22146 -8139.2 -25787.0 0.0 21.112 2.1454 1.2248 23.09 2.6137 4.0 1.4328 2477.0 2209.8 252.209050434 2587.07530805 2845360.60073 0.000763828259101 2173.36683417 1.40666599839 
4.75 17.391 3200000.0 2515.6 3.2302 -5710.9 -35984.0 0.0 21.113 2.4337 1.1931 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2515.6 3200000.0 0.0 0.0 0.0 
4.75 17.391 1807800.0 2291.7 2.0031 -6251.1 -33830.0 0.0 21.113 2.3906 1.1972 1.7644 0.99998 1.0 0.67297 1912.1 1037.9 194.542451584 2517.65258163 3199468.56461 0.00144625560898 4627.24935733 3.01126640607 
4.75 17.391 136150.0 1463.8 0.23618 -8139.7 -25756.0 0.0 21.113 2.1456 1.2248 23.092 2.6138 4.0 1.4328 2477.0 2209.9 252.241476673 2587.86845768 3035853.66034 0.000715899736065 2173.36683417 1.40648372789 
4.75 17.391 3400000.0 2516.1 3.4315 -5710.9 -35931.0 0.0 21.114 2.4338 1.193 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2516.1 3400000.0 0.0 0.0 0.0 
4.75 17.391 1920800.0 2292.2 2.1279 -6251.2 -33782.0 0.0 21.114 2.3907 1.1972 1.7645 0.99999 1.0 0.67304 1912.1 1038.0 194.559242956 2518.2063998 3399494.51791 0.00136101649013 4626.76809699 3.01069340304 
4.75 17.391 144670.0 1464.3 0.25089 -8140.1 -25727.0 0.0 21.114 2.1458 1.2248 23.093 2.6139 4.0 1.4328 2477.1 2209.9 252.282511554 2588.83845461 3226415.62566 0.000673616510188 2173.36683417 1.40625351141 
4.75 17.391 3600000.0 2516.7 3.6328 -5710.9 -35880.0 0.0 21.115 2.4339 1.193 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2516.7 3600000.0 0.0 0.0 0.0 
4.75 17.391 2033800.0 2292.7 2.2528 -6251.3 -33736.0 0.0 21.115 2.3908 1.1972 1.7646 0.99999 1.0 0.6731 1912.2 1038.2 194.57585641 2518.75569882 3599485.60523 0.00128528244732 4626.35566781 3.01016803171 
4.75 17.391 153190.0 1464.7 0.2656 -8140.5 -25699.0 0.0 21.115 2.1459 1.2247 23.095 2.6139 4.0 1.4329 2477.1 2210.0 252.297835352 2589.04526643 3416683.44247 0.000636059850046 2173.21515807 1.40609146321 
4.75 17.391 3800000.0 2517.2 3.834 -5710.9 -35833.0 0.0 21.116 2.434 1.193 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2517.2 3800000.0 0.0 0.0 0.0 
4.75 17.391 2146800.0 2293.2 2.3776 -6251.4 -33693.0 0.0 21.116 2.3909 1.1972 1.7647 0.99999 1.0 0.67315 1912.3 1038.2 194.592466601 2519.30499783 3799476.69255 0.00121753925798 4626.01203298 3.009687554 
4.75 17.391 161700.0 1465.0 0.28032 -8140.9 -25673.0 0.0 21.116 2.1461 1.2247 23.096 2.614 4.0 1.4329 2477.1 2210.0 252.321628715 2589.66160238 3607140.0079 0.000602475965256 2173.21515807 1.405957421 
4.75 17.391 4000000.0 2517.6 4.0353 -5710.9 -35787.0 0.0 21.117 2.4341 1.193 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2517.6 4000000.0 0.0 0.0 0.0 
4.75 17.391 2259800.0 2293.6 2.5023 -6251.4 -33652.0 0.0 21.117 2.391 1.1971 1.7648 0.99999 1.0 0.6732 1912.3 1038.3 194.604102041 2519.62975934 3999329.83587 0.00115661089208 4625.6684492 3.00925094572 
4.75 17.391 170220.0 1465.4 0.29503 -8141.2 -25647.0 0.0 21.117 2.1462 1.2247 23.097 2.6141 4.0 1.4329 2477.2 2210.1 252.354029578 2590.45475145 3797888.57243 0.000572216671612 2173.21515807 1.40577545131 
4.75 17.391 4200000.0 2518.0 4.2365 -5710.9 -35744.0 0.0 21.118 2.4341 1.193 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2518.0 4200000.0 0.0 0.0 0.0 
4.75 17.391 2372800.0 2294.0 2.6271 -6251.5 -33613.0 0.0 21.118 2.3911 1.1971 1.7649 0.99999 1.0 0.67325 1912.4 1038.4 194.61646451 2520.06917855 4199314.02538 0.00110144773372 4625.32491645 3.00883634798 
4.75 17.391 178740.0 1465.7 0.30974 -8141.6 -25623.0 0.0 21.118 2.1463 1.2246 23.098 2.6142 4.0 1.4329 2477.2 2210.1 252.364642339 2590.57033761 3989004.96709 0.000544801316619 2173.21515807 1.40573633737 
4.75 17.391 4400000.0 2518.4 4.4377 -5710.9 -35702.0 0.0 21.119 2.4342 1.1929 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2518.4 4400000.0 0.0 0.0 0.0 
4.75 17.391 2485800.0 2294.4 2.7519 -6251.6 -33575.0 0.0 21.119 2.3912 1.1971 1.7649 0.99999 1.0 0.67329 1912.4 1038.5 194.628824852 2520.50859776 4399298.21489 0.00105131543739 4625.05012699 3.00846654873 
4.75 17.391 187260.0 1466.0 0.32445 -8141.9 -25600.0 0.0 21.119 2.1464 1.2246 23.099 2.6142 4.0 1.4329 2477.2 2210.1 252.384499842 2591.10057647 4179148.87623 0.000520013816792 2173.21515807 1.40562577524 
5.0 16.667 3000000.0 2560.6 3.0098 -5770.6 -36552.0 0.0 21.36 2.4388 1.1899 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2560.6 3000000.0 0.0 0.0 0.0 
5.0 16.667 1696700.0 2336.1 1.8659 -6313.4 -34397.0 0.0 21.36 2.3968 1.1939 1.7612 0.99998 1.0 0.67112 1920.2 1040.1 195.255010253 2562.57583569 2999424.20998 0.00154696516508 4640.00476815 3.00745248721 
5.0 16.667 128630.0 1504.3 0.21967 -8218.3 -26302.0 0.0 21.36 2.157 1.2202 22.932 2.6074 4.0 1.4326 2490.6 2220.3 253.362605574 2630.29664593 2844837.0399 0.000764075488124 2173.6702499 1.40153923769 
5.0 16.667 3200000.0 2561.4 3.2097 -5770.6 -36498.0 0.0 21.361 2.4389 1.1899 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2561.4 3200000.0 0.0 0.0 0.0 
5.0 16.667 1809900.0 2336.9 1.9898 -6313.6 -34348.0 0.0 21.361 2.397 1.1939 1.7613 0.99998 1.0 0.67121 1920.3 1040.3 195.283872164 2563.45339259 3199539.03321 0.00145001594273 4639.38260753 3.00660485473 
5.0 16.667 137220.0 1504.9 0.23425 -8218.9 -26272.0 0.0 21.361 2.1573 1.2202 22.934 2.6075 4.0 1.4326 2490.6 2220.3 253.411096443 2631.43216254 3035369.47448 0.000716113892614 2173.6702499 1.40126960879 
5.0 16.667 3400000.0 2562.1 3.4096 -5770.6 -36447.0 0.0 21.363 2.439 1.1899 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2562.1 3400000.0 0.0 0.0 0.0 
5.0 16.667 1923000.0 2337.6 2.1136 -6313.7 -34301.0 0.0 21.363 2.3971 1.1938 1.7614 0.99998 1.0 0.67129 1920.4 1040.4 195.303255384 2564.10437955 3399359.67103 0.00136461868259 4638.82971592 3.00591503371 
5.0 16.667 145800.0 1505.5 0.24884 -8219.5 -26244.0 0.0 21.363 2.1575 1.2201 22.936 2.6077 4.0 1.4326 2490.7 2220.4 253.444225383 2632.14232039 3226579.50332 0.000673676333608 2173.6702499 1.40110506251 
5.0 16.667 3600000.0 2562.8 3.6094 -5770.6 -36398.0 0.0 21.364 2.4392 1.1898 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2562.8 3600000.0 0.0 0.0 0.0 
5.0 16.667 2036100.0 2338.3 2.2375 -6313.8 -34257.0 0.0 21.364 2.3973 1.1938 1.7616 0.99998 1.0 0.67137 1920.5 1040.6 195.327926232 2564.87220684 3599290.80924 0.0012886641291 4638.27695607 3.00517727484 
5.0 16.667 154390.0 1506.0 0.26342 -8220.0 -26218.0 0.0 21.364 2.1577 1.2201 22.938 2.6078 4.0 1.4326 2490.7 2220.5 253.484275611 2633.1029351 3417299.53231 0.000636078350564 2173.6702499 1.40088224843 
5.0 16.667 3800000.0 2563.5 3.8092 -5770.6 -36352.0 0.0 21.366 2.4393 1.1898 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2563.5 3800000.0 0.0 0.0 0.0 
5.0 16.667 2149300.0 2338.9 2.3614 -6313.9 -34216.0 0.0 21.366 2.3974 1.1938 1.7617 0.99998 1.0 0.67144 1920.5 1040.7 195.343843821 2565.53034451 3799398.72124 0.00122066509454 4637.79339926 3.00461915907 
5.0 16.667 162980.0 1506.5 0.27799 -8220.5 -26193.0 0.0 21.366 2.1579 1.22 22.94 2.6079 4.0 1.4326 2490.8 2220.5 253.505073472 2633.55131447 3608360.43476 0.000602398316132 2173.6702499 1.400787469 
5.0 16.667 4000000.0 2564.1 4.009 -5770.6 -36308.0 0.0 21.367 2.4394 1.1898 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2564.1 4000000.0 0.0 0.0 0.0 
5.0 16.667 2262400.0 2339.5 2.4852 -6314.0 -34176.0 0.0 21.367 2.3975 1.1938 1.7618 0.99998 1.0 0.67151 1920.6 1040.8 195.364328377 2566.18848219 3999329.85945 0.00115952174645 4637.30994326 3.003990971 
5.0 16.667 171570.0 1507.0 0.29257 -8221.0 -26169.0 0.0 21.367 2.158 1.22 22.942 2.608 4.0 1.4326 2490.8 2220.6 253.545105264 2634.51184128 3799233.56134 0.000572133883006 2173.6702499 1.40056486088 
5.0 16.667 4200000.0 2564.6 4.2087 -5770.6 -36266.0 0.0 21.368 2.4395 1.1898 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2564.6 4200000.0 0.0 0.0 0.0 
5.0 16.667 2375600.0 2340.0 2.609 -6314.1 -34138.0 0.0 21.368 2.3976 1.1937 1.7619 0.99998 1.0 0.67157 1920.7 1040.9 195.37991132 2566.61993493 4199292.73231 0.00110420871518 4636.89563262 3.00344987376 
5.0 16.667 180160.0 1507.4 0.30715 -8221.4 -26145.0 0.0 21.368 2.1582 1.22 22.943 2.6081 4.0 1.4326 2490.9 2220.6 253.57671862 2635.29760474 3990176.05779 0.000544755474047 2173.6702499 1.40038881171 
5.0 16.667 4400000.0 2565.2 4.4085 -5770.6 -36225.0 0.0 21.369 2.4396 1.1898 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2565.2 4400000.0 0.0 0.0 0.0 
5.0 16.667 2488700.0 2340.5 2.7329 -6314.1 -34101.0 0.0 21.369 2.3977 1.1937 1.762 0.99998 1.0 0.67163 1920.7 1041.0 195.396213738 2567.16835799 4399216.96535 0.00105393333235 4636.48139601 3.00293102409 
5.0 16.667 188740.0 1507.8 0.32172 -8221.8 -26123.0 0.0 21.369 2.1583 1.2199 22.944 2.6082 4.0 1.4327 2490.9 2220.7 253.595008433 2635.57056131 4181281.50104 0.000519821143567 2173.51853144 1.40021024562 
5.5 15.385 3000000.0 2633.3 2.9864 -5876.2 -37335.0 0.0 21.795 2.4463 1.1848 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2633.3 3000000.0 0.0 0.0 0.0 
5.5 15.385 1700000.0 2408.4 1.8503 -6422.2 -35193.0 0.0 21.795 2.4062 1.1884 1.7544 1.0 1.0 0.66727 1932.4 1042.1 196.225872526 2635.27128 2999613.68509 0.00155579253102 4666.77656721 3.00800832333 
5.5 15.385 130280.0 1571.5 0.21731 -8349.9 -27123.0 0.0 21.795 2.1754 1.2127 22.625 2.595 4.0 1.432 2512.6 2236.5 254.871847721 2696.95103258 2832722.68377 0.000767664628115 2174.58100559 1.39563542966 
5.5 15.385 3200000.0 2634.7 3.1842 -5876.2 -37286.0 0.0 21.798 2.4465 1.1847 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2634.7 3200000.0 0.0 0.0 0.0 
5.5 15.385 1813300.0 2409.7 1.9729 -6422.4 -35150.0 0.0 21.798 2.4065 1.1884 1.7547 1.0 1.0 0.66742 1932.6 1042.4 196.265320744 2636.69374 3199529.11481 0.00145825449941 4665.72772767 3.00672787979 
5.5 15.385 138980.0 1572.6 0.2317 -8350.9 -27099.0 0.0 21.798 2.1758 1.2126 22.629 2.5952 4.0 1.432 2512.7 2236.7 254.937605527 2698.48284253 3023225.7787 0.000719291632437 2174.58100559 1.39529403882 
5.5 15.385 3400000.0 2636.0 3.382 -5876.2 -37241.0 0.0 21.801 2.4467 1.1847 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2636.0 3400000.0 0.0 0.0 0.0 
5.5 15.385 1926700.0 2410.9 2.0954 -6422.6 -35109.0 0.0 21.801 2.4067 1.1883 1.7549 1.0 1.0 0.66755 1932.7 1042.7 196.299967848 2637.886235 3399503.31644 0.00137220607849 4664.81911467 3.00557849577 
5.5 15.385 147680.0 1573.6 0.24609 -8351.9 -27075.0 0.0 21.801 2.1761 1.2125 22.633 2.5955 4.0 1.4321 2512.8 2236.8 254.999026558 2699.9292227 3214486.70817 0.000676446772808 2174.42915997 1.39487760015 
5.5 15.385 3600000.0 2637.2 3.5798 -5876.2 -37197.0 0.0 21.804 2.4469 1.1846 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2637.2 3600000.0 0.0 0.0 0.0 
5.5 15.385 2040100.0 2412.0 2.2179 -6422.7 -35070.0 0.0 21.804 2.4069 1.1883 1.7551 1.0 1.0 0.66767 1932.9 1042.9 196.331239442 2639.0898 3599588.26796 0.00129569838599 4663.98070903 3.00455970296 
5.5 15.385 156390.0 1574.5 0.26047 -8352.8 -27053.0 0.0 21.804 2.1765 1.2124 22.637 2.5957 4.0 1.4321 2512.9 2236.9 255.048503234 2701.11667766 3405579.41737 0.000638490222511 2174.42915997 1.39462568562 
5.5 15.385 3800000.0 2638.3 3.7775 -5876.2 -37156.0 0.0 21.806 2.4471 1.1846 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2638.3 3800000.0 0.0 0.0 0.0 
5.5 15.385 2153400.0 2413.1 2.3404 -6422.9 -35033.0 0.0 21.806 2.4071 1.1882 1.7553 1.0 1.0 0.66778 1933.0 1043.1 196.366288779 2640.17271 3799365.25494 0.00122736618417 4663.21243523 3.00349533324 
5.5 15.385 165100.0 1575.4 0.27485 -8353.6 -27031.0 0.0 21.806 2.1768 1.2124 22.64 2.5959 4.0 1.4321 2513.0 2237.0 255.117325158 2702.83438177 3596569.38459 0.000604584237772 2174.42915997 1.39424639937 
5.5 15.385 4000000.0 2639.3 3.9752 -5876.2 -37116.0 0.0 21.808 2.4473 1.1845 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2639.3 4000000.0 0.0 0.0 0.0 
5.5 15.385 2266800.0 2414.1 2.4629 -6423.0 -34997.0 0.0 21.808 2.4073 1.1882 1.7554 1.0 1.0 0.66789 1933.2 1043.3 196.397967839 2641.26681 3999443.28035 0.00116577335586 4662.4444145 3.00251631149 
5.5 15.385 173800.0 1576.1 0.28923 -8354.3 -27011.0 0.0 21.808 2.1771 1.2123 22.643 2.596 4.0 1.4321 2513.1 2237.1 255.152591323 2703.59115554 3787072.49898 0.000574171516537 2174.42915997 1.39407396693 
5.5 15.385 4200000.0 2640.2 4.1728 -5876.2 -37078.0 0.0 21.81 2.4474 1.1845 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2640.2 4200000.0 0.0 0.0 0.0 
5.5 15.385 2380200.0 2415.0 2.5854 -6423.2 -34963.0 0.0 21.81 2.4075 1.1881 1.7556 1.0 1.0 0.66798 1933.3 1043.5 196.42485828 2642.13075 4199375.92989 0.00111012119417 4661.81622204 3.00166754344 
5.5 15.385 182510.0 1576.9 0.3036 -8355.0 -26991.0 0.0 21.81 2.1773 1.2122 22.646 2.5962 4.0 1.4321 2513.1 2237.2 255.199745041 2704.60583672 3978622.29806 0.000546528169068 2174.42915997 1.39383513848 
5.5 15.385 4400000.0 2641.1 4.3705 -5876.2 -37042.0 0.0 21.812 2.4476 1.1845 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2641.1 4400000.0 0.0 0.0 0.0 
5.5 15.385 2493500.0 2415.8 2.7078 -6423.3 -34930.0 0.0 21.812 2.4077 1.1881 1.7558 1.0 1.0 0.66807 1933.4 1043.7 196.448384405 2643.00599 4399270.5996 0.00105953659665 4661.18819884 3.00090377293 
5.5 15.385 191220.0 1577.6 0.31798 -8355.7 -26972.0 0.0 21.812 2.1776 1.2122 22.648 2.5964 4.0 1.4321 2513.2 2237.3 255.252324668 2705.98026639 4170025.77662 0.000521442618453 2174.42915997 1.39354500342 
6.0 14.286 3000000.0 2679.2 2.9826 -5966.8 -37777.0 0.0 22.147 2.4496 1.181 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2679.2 3000000.0 0.0 0.0 0.0 
6.0 14.286 1702300.0 2454.6 1.8472 -6512.6 -35657.0 0.0 22.147 2.4108 1.1845 1.746 1.0 1.0 0.66258 1939.0 1040.0 196.490899292 2681.03685 2999616.67318 0.00156680347736 4699.80983428 3.0239055868 
6.0 14.286 131460.0 1616.9 0.21657 -8448.5 -27646.0 0.0 22.147 2.1863 1.2073 22.297 2.581 4.0 1.4316 2528.7 2247.1 255.203525816 2733.32223272 2797007.27748 0.000777684283371 2175.18860017 1.39562414738 
6.0 14.286 3200000.0 2681.3 3.1796 -5966.8 -37737.0 0.0 22.151 2.45 1.1809 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2681.3 3200000.0 0.0 0.0 0.0 
6.0 14.286 1815900.0 2456.7 1.9692 -6512.9 -35622.0 0.0 22.151 2.4112 1.1844 1.7464 1.0 1.0 0.66278 1939.3 1040.5 196.556487201 2683.20774 3199679.88739 0.00146839427334 4698.39162316 3.02195085172 
6.0 14.286 140260.0 1618.6 0.23086 -8450.1 -27629.0 0.0 22.151 2.1869 1.2072 22.305 2.5814 4.0 1.4316 2528.9 2247.3 255.315789512 2736.00317981 2986663.47447 0.000728300532941 2175.18860017 1.39502471706 
6.0 14.286 3400000.0 2683.3 3.3764 -5966.8 -37700.0 0.0 22.156 2.4503 1.1809 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2683.3 3400000.0 0.0 0.0 0.0 
6.0 14.286 1929400.0 2458.6 2.0911 -6513.1 -35589.0 0.0 22.156 2.4116 1.1843 1.7467 1.0 1.0 0.66297 1939.7 1040.8 196.609594348 2685.15999 3399553.02361 0.00138166549618 4697.04511516 3.02023524802 
6.0 14.286 149050.0 1620.2 0.24514 -8451.5 -27612.0 0.0 22.156 2.1875 1.2071 22.312 2.5818 4.0 1.4316 2529.0 2247.6 255.414326129 2738.51441767 3176413.41938 0.000684793920998 2175.18860017 1.39450086353 
6.0 14.286 3600000.0 2685.1 3.5733 -5966.8 -37664.0 0.0 22.16 2.4506 1.1808 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2685.1 3600000.0 0.0 0.0 0.0 
6.0 14.286 2042900.0 2460.4 2.213 -6513.4 -35557.0 0.0 22.16 2.4119 1.1842 1.747 1.0 1.0 0.66314 1939.9 1041.2 196.663102845 2687.00284 3599412.29137 0.00130461325871 4695.84099888 3.01860595619 
6.0 14.286 157840.0 1621.6 0.25942 -8452.9 -27596.0 0.0 22.16 2.188 1.207 22.319 2.5822 4.0 1.4316 2529.2 2247.8 255.50279907 2740.6869699 3366470.37779 0.000646133295727 2175.18860017 1.39403242867 
6.0 14.286 3800000.0 2686.9 3.77 -5966.8 -37630.0 0.0 22.164 2.4509 1.1807 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2686.9 3800000.0 0.0 0.0 0.0 
6.0 14.286 2156500.0 2462.0 2.3349 -6513.6 -35527.0 0.0 22.164 2.4123 1.1842 1.7473 1.0 1.0 0.6633 1940.2 1041.5 196.709287144 2688.7502 3799565.6206 0.00123559078736 4694.7082768 3.01716929868 
6.0 14.286 166640.0 1623.0 0.2737 -8454.1 -27580.0 0.0 22.164 2.1885 1.2069 22.325 2.5826 4.0 1.4316 2529.3 2248.0 255.591218799 2742.85890602 3557048.30836 0.000611515057317 2175.18860017 1.39356471853 
6.0 14.286 4000000.0 2688.5 3.9667 -5966.8 -37597.0 0.0 22.167 2.4512 1.1807 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2688.5 4000000.0 0.0 0.0 0.0 
6.0 14.286 2270000.0 2463.6 2.4567 -6513.9 -35498.0 0.0 22.167 2.4126 1.1841 1.7476 1.0 1.0 0.66346 1940.4 1041.9 196.759181212 2690.37438 3999404.07971 0.00117356886364 4693.57610105 3.01564329885 
6.0 14.286 175440.0 1624.3 0.28797 -8455.3 -27565.0 0.0 22.167 2.189 1.2068 22.331 2.5829 4.0 1.4316 2529.4 2248.2 255.673766769 2744.77447526 3747243.32052 0.000580477010461 2175.18860017 1.39313120931 
6.0 14.286 4200000.0 2690.0 4.1633 -5966.8 -37565.0 0.0 22.17 2.4515 1.1806 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2690.0 4200000.0 0.0 0.0 0.0 
