# of f p t rho h g m mw cp gam pip mach aeat cf ivac isp isp_opt t0 p0 at p0at m_dot 
6.0 14.286 2383600.0 2465.0 2.5784 -6514.1 -35470.0 0.0 22.17 2.4129 1.184 1.7478 1.0 1.0 0.6636 1940.7 1042.2 196.801064668 2691.78 4199404.84914 0.00111744070022 4692.58589512 3.01433196696 
6.0 14.286 184240.0 1625.5 0.30223 -8456.3 -27550.0 0.0 22.17 2.1894 1.2067 22.336 2.5832 4.0 1.4316 2529.6 2248.3 255.748397844 2746.5204077 3937676.60344 0.000552404074592 2175.18860017 1.3927411659 
6.0 14.286 4400000.0 2691.4 4.3599 -5966.8 -37535.0 0.0 22.174 2.4517 1.1806 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2691.4 4400000.0 0.0 0.0 0.0 
6.0 14.286 2497100.0 2466.3 2.7002 -6514.3 -35443.0 0.0 22.174 2.4131 1.184 1.7481 1.0 1.0 0.66373 1940.9 1042.4 196.835198278 2693.1996 4399368.11914 0.00106644105816 4691.66679222 3.01321897887 
6.0 14.286 193040.0 1626.6 0.31649 -8457.4 -27536.0 0.0 22.174 2.1898 1.2066 22.341 2.5835 4.0 1.4316 2529.7 2248.5 255.809354316 2748.09675484 4128348.48089 0.000526890743413 2175.18860017 1.39242585446 
7.0 12.5 3000000.0 2677.9 3.0399 -6113.9 -37537.0 0.0 22.562 2.4414 1.1778 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2677.9 3000000.0 0.0 0.0 0.0 
7.0 12.5 1704300.0 2457.2 1.8821 -6648.7 -35481.0 0.0 22.562 2.4029 1.1811 1.7323 1.0 1.0 0.65541 1927.4 1024.8 194.755042272 2679.69946 2999600.52657 0.00158395239043 4751.22442441 3.08306746045 
7.0 12.5 132400.0 1630.7 0.22032 -8553.0 -27687.0 0.0 22.562 2.1811 1.2033 21.109 2.5293 4.0 1.432 2535.4 2239.1 251.598623373 2691.13033357 2567997.16316 0.000846800392454 2174.58100559 1.41755280385 
7.0 12.5 3200000.0 2680.9 3.24 -6113.9 -37508.0 0.0 22.569 2.4419 1.1777 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2680.9 3200000.0 0.0 0.0 0.0 
7.0 12.5 1818000.0 2460.0 2.0059 -6649.1 -35456.0 0.0 22.569 2.4035 1.181 1.7325 1.0 1.0 0.65553 1928.1 1025.3 194.835069643 2682.63 3199603.61035 0.00148466974455 4750.35467484 3.08120271452 
7.0 12.5 141270.0 1633.1 0.23481 -8555.1 -27679.0 0.0 22.569 2.182 1.2031 21.127 2.53 4.0 1.432 2535.9 2239.8 251.740510519 2694.63360917 2743933.84411 0.000792504895937 2174.58100559 1.41676620762 
7.0 12.5 3400000.0 2683.6 3.4399 -6113.9 -37480.0 0.0 22.575 2.4424 1.1776 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2683.6 3400000.0 0.0 0.0 0.0 
7.0 12.5 1931700.0 2462.7 2.1297 -6649.5 -35433.0 0.0 22.575 2.404 1.1809 1.7327 1.0 1.0 0.65565 1928.6 1025.8 194.915372608 2685.451215 3399592.79847 0.00139707474548 4749.48524365 3.07933535692 
7.0 12.5 150140.0 1635.3 0.24928 -8557.1 -27670.0 0.0 22.575 2.1828 1.203 21.143 2.5306 4.0 1.432 2536.4 2240.4 251.882574583 2698.24424865 2919638.74266 0.000744811669271 2174.58100559 1.41596389416 
7.0 12.5 3600000.0 2686.2 3.6397 -6113.9 -37454.0 0.0 22.581 2.4428 1.1775 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2686.2 3600000.0 0.0 0.0 0.0 
7.0 12.5 2045400.0 2465.1 2.2534 -6649.8 -35410.0 0.0 22.581 2.4045 1.1808 1.7329 1.0 1.0 0.65577 1929.2 1026.2 194.983734035 2687.94504 3599568.09081 0.00131921830921 4748.61613066 3.07765822506 
7.0 12.5 159010.0 1637.3 0.26374 -8558.9 -27661.0 0.0 22.581 2.1836 1.2028 21.159 2.5313 4.0 1.4321 2536.8 2241.0 251.998970321 2701.08400274 3096526.80172 0.000702215514094 2174.42915997 1.41522409434 
7.0 12.5 3800000.0 2688.6 3.8394 -6113.9 -37428.0 0.0 22.587 2.4433 1.1774 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2688.6 3800000.0 0.0 0.0 0.0 
7.0 12.5 2159100.0 2467.5 2.377 -6650.2 -35389.0 0.0 22.587 2.405 1.1807 1.7331 1.0 1.0 0.65587 1929.7 1026.6 195.052033896 2690.438625 3799529.48724 0.00124960001724 4747.89211277 3.07607725079 
7.0 12.5 167880.0 1639.3 0.2782 -8560.6 -27653.0 0.0 22.587 2.1843 1.2027 21.174 2.5319 4.0 1.4321 2537.2 2241.5 252.125430644 2704.36297986 3273096.06346 0.000664334048808 2174.42915997 1.4145115308 
7.0 12.5 4000000.0 2690.9 4.039 -6113.9 -37404.0 0.0 22.592 2.4437 1.1773 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2690.9 4000000.0 0.0 0.0 0.0 
7.0 12.5 2272800.0 2469.7 2.5005 -6650.5 -35368.0 0.0 22.592 2.4055 1.1806 1.7333 1.0 1.0 0.65598 1930.2 1027.0 195.116690366 2692.71391 3999476.98763 0.00118692918167 4747.09594805 3.07450807139 
7.0 12.5 176750.0 1641.1 0.29265 -8562.2 -27645.0 0.0 22.592 2.185 1.2025 21.188 2.5324 4.0 1.4321 2537.6 2242.0 252.225327496 2706.70116607 3449666.44728 0.00063033026329 2174.42915997 1.41397247261 
7.0 12.5 4200000.0 2693.1 4.2384 -6113.9 -37381.0 0.0 22.597 2.4441 1.1772 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2693.1 4200000.0 0.0 0.0 0.0 
7.0 12.5 2386500.0 2471.8 2.624 -6650.8 -35348.0 0.0 22.597 2.4059 1.1805 1.7335 1.0 1.0 0.65607 1930.7 1027.3 195.177347657 2694.87995 4199410.59185 0.00113026450625 4746.44473913 3.07309675464 
7.0 12.5 185630.0 1642.9 0.30709 -8563.8 -27638.0 0.0 22.597 2.1857 1.2024 21.201 2.533 4.0 1.4321 2537.9 2242.5 252.341824527 2709.64845295 3627234.03191 0.000599473080823 2174.42915997 1.41331743752 
7.0 12.5 4400000.0 2695.2 4.4378 -6113.9 -37359.0 0.0 22.602 2.4444 1.1772 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2695.2 4400000.0 0.0 0.0 0.0 
7.0 12.5 2500200.0 2473.7 2.7474 -6651.1 -35329.0 0.0 22.602 2.4063 1.1805 1.7336 1.0 1.0 0.65616 1931.1 1027.7 195.230750527 2696.951425 4399483.07636 0.00107871620972 4745.79370885 3.07183477983 
7.0 12.5 194510.0 1644.5 0.32152 -8565.2 -27630.0 0.0 22.602 2.1863 1.2023 21.213 2.5335 4.0 1.4321 2538.3 2243.0 252.439635494 2712.18116695 3804512.46786 0.000571539501669 2174.42915997 1.41277146543 
8.0 11.111 3000000.0 2593.2 3.1572 -6228.4 -36326.0 0.0 22.691 2.4187 1.1785 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2593.2 3000000.0 0.0 0.0 0.0 
8.0 11.111 1703700.0 2378.5 1.9548 -6743.5 -34350.0 0.0 22.691 2.3786 1.1821 1.7393 0.99999 1.0 0.65913 1887.7 1008.2 191.07195615 2595.05809377 2999553.00206 0.00157503782916 4724.40944882 3.12510849443 
8.0 11.111 132000.0 1573.5 0.22893 -8575.9 -26839.0 0.0 22.691 2.1503 1.2054 21.822 2.559 4.0 1.4322 2471.1 2190.7 247.695742063 2631.72437945 2700556.18766 0.0008051220506 2174.27733557 1.43825411885 
8.0 11.111 3200000.0 2595.4 3.3656 -6228.4 -36291.0 0.0 22.696 2.4192 1.1785 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2595.4 3200000.0 0.0 0.0 0.0 
8.0 11.111 1817300.0 2380.6 2.0838 -6743.8 -34318.0 0.0 22.696 2.3791 1.182 1.7396 0.99999 1.0 0.65928 1888.1 1008.6 191.134558635 2597.23026733 3199447.38031 0.00147629699299 4723.33454678 3.12333943736 
8.0 11.111 140830.0 1575.3 0.24402 -8577.5 -26824.0 0.0 22.696 2.151 1.2053 21.834 2.5596 4.0 1.4322 2471.4 2191.1 247.817407712 2634.71576108 2884600.19861 0.000753753444453 2174.27733557 1.43755296677 
8.0 11.111 3400000.0 2597.5 3.5738 -6228.4 -36257.0 0.0 22.701 2.4196 1.1784 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2597.5 3400000.0 0.0 0.0 0.0 
8.0 11.111 1931000.0 2382.6 2.2127 -6744.1 -34289.0 0.0 22.701 2.3795 1.1819 1.7398 0.99999 1.0 0.65942 1888.5 1009.0 191.193099545 2599.29313607 3399503.92517 0.00138912378101 4722.33174608 3.1216855215 
8.0 11.111 149660.0 1577.0 0.25911 -8579.0 -26810.0 0.0 22.701 2.1516 1.2052 21.845 2.5601 4.0 1.4322 2471.7 2191.5 247.927709972 2637.45663404 3068508.83537 0.000708577831194 2174.27733557 1.43692127866 
8.0 11.111 3600000.0 2599.4 3.782 -6228.4 -36225.0 0.0 22.705 2.4199 1.1783 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2599.4 3600000.0 0.0 0.0 0.0 
8.0 11.111 2044600.0 2384.4 2.3416 -6744.3 -34260.0 0.0 22.705 2.38 1.1818 1.74 0.99999 1.0 0.65955 1888.9 1009.4 191.247786596 2601.13762518 3599370.53264 0.00131172962394 4721.4009552 3.12014308581 
8.0 11.111 158490.0 1578.5 0.27419 -8580.3 -26796.0 0.0 22.705 2.1522 1.205 21.855 2.5606 4.0 1.4322 2471.9 2191.8 248.014463656 2639.34500033 3253010.91748 0.000668389191037 2174.27733557 1.43644812646 
8.0 11.111 3800000.0 2601.2 3.99 -6228.4 -36194.0 0.0 22.709 2.4203 1.1782 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2601.2 3800000.0 0.0 0.0 0.0 
8.0 11.111 2158300.0 2386.2 2.4704 -6744.6 -34233.0 0.0 22.709 2.3803 1.1818 1.7403 0.99999 1.0 0.65967 1889.2 1009.7 191.303111957 2603.10124191 3799531.16531 0.00124240120263 4720.54208923 3.11867335119 
8.0 11.111 167330.0 1579.9 0.28926 -8581.6 -26783.0 0.0 22.709 2.1528 1.2049 21.865 2.5611 4.0 1.4322 2472.1 2192.1 248.106525735 2641.58243959 3437866.08531 0.000632449688736 2174.27733557 1.43592335388 
8.0 11.111 4000000.0 2602.9 4.198 -6228.4 -36165.0 0.0 22.713 2.4206 1.1782 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2602.9 4000000.0 0.0 0.0 0.0 
8.0 11.111 2271900.0 2387.8 2.5992 -6744.8 -34208.0 0.0 22.713 2.3807 1.1817 1.7405 0.99999 1.0 0.65979 1889.6 1010.0 191.349713756 2604.72729139 3999376.94324 0.00118010470197 4719.68353567 3.11731209604 
8.0 11.111 176160.0 1581.3 0.30433 -8582.8 -26770.0 0.0 22.713 2.1533 1.2048 21.874 2.5616 4.0 1.4322 2472.3 2192.4 248.198542308 2643.81937154 3622880.89432 0.000600151481374 2174.27733557 1.43539939893 
8.0 11.111 4200000.0 2604.5 4.4059 -6228.4 -36137.0 0.0 22.717 2.4209 1.1781 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2604.5 4200000.0 0.0 0.0 0.0 
8.0 11.111 2385600.0 2389.3 2.7279 -6745.0 -34183.0 0.0 22.717 2.381 1.1816 1.7407 0.99999 1.0 0.6599 1889.9 1010.3 191.392281842 2606.24410105 4199384.86903 0.00112371143625 4718.89680255 3.11606460783 
8.0 11.111 185010.0 1582.6 0.3194 -8584.0 -26757.0 0.0 22.717 2.1538 1.2047 21.883 2.562 4.0 1.4322 2472.5 2192.7 248.279223426 2645.8056093 3807969.93486 0.000570980699103 2174.27733557 1.43494409885 
8.0 11.111 4400000.0 2606.0 4.6138 -6228.4 -36110.0 0.0 22.72 2.4212 1.1781 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2606.0 4400000.0 0.0 0.0 0.0 
8.0 11.111 2499200.0 2390.8 2.8565 -6745.3 -34159.0 0.0 22.72 2.3814 1.1816 1.7409 0.99999 1.0 0.66 1890.2 1010.6 191.439711728 2607.88029833 4399355.57708 0.00107247112345 4718.18181818 3.114820605 
8.0 11.111 193840.0 1583.8 0.33445 -8585.1 -26745.0 0.0 22.72 2.1543 1.2046 21.89 2.5624 4.0 1.4322 2472.7 2192.9 248.357483702 2647.62409754 3992945.28552 0.000544529709298 2174.27733557 1.43450319475 
9.0 10.0 3000000.0 2486.0 3.2948 -6319.9 -34889.0 0.0 22.701 2.3915 1.1809 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2486.0 3000000.0 0.0 0.0 0.0 
9.0 10.0 1702100.0 2277.6 2.0404 -6814.1 -32988.0 0.0 22.701 2.3491 1.1847 1.7477 1.0 1.0 0.66366 1843.2 989.83 186.951459022 2487.93636 2999472.21757 0.00156432909148 4692.16164904 3.17310275499 
9.0 10.0 131070.0 1495.9 0.23923 -8566.7 -25758.0 0.0 22.701 2.1114 1.2099 22.344 2.5793 4.0 1.4324 2403.3 2136.3 242.73099256 2540.35256641 2774685.74033 0.000783502693205 2173.97375035 1.46596773321 
9.0 10.0 3200000.0 2487.4 3.5129 -6319.9 -34847.0 0.0 22.704 2.3918 1.1808 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2487.4 3200000.0 0.0 0.0 0.0 
9.0 10.0 1815600.0 2279.0 2.1755 -6814.3 -32950.0 0.0 22.704 2.3494 1.1847 1.7479 1.0 1.0 0.66379 1843.5 990.11 186.996555592 2489.46565 3199484.02457 0.00146624976911 4691.2427123 3.17171628873 
9.0 10.0 139830.0 1497.1 0.25506 -8567.7 -25736.0 0.0 22.704 2.1118 1.2098 22.351 2.5796 4.0 1.4324 2403.5 2136.5 242.80993889 2542.13547917 2961979.12112 0.000733959849631 2173.97375035 1.4655069617 
9.0 10.0 3400000.0 2488.8 3.731 -6319.9 -34806.0 0.0 22.707 2.392 1.1807 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2488.8 3400000.0 0.0 0.0 0.0 
9.0 10.0 1929100.0 2280.2 2.3105 -6814.5 -32914.0 0.0 22.707 2.3497 1.1846 1.7481 1.0 1.0 0.66391 1843.7 990.38 187.032759468 2490.66246 3399377.98259 0.00137978030288 4690.39478243 3.17049400571 
9.0 10.0 148590.0 1498.1 0.27088 -8568.7 -25716.0 0.0 22.707 2.1123 1.2097 22.358 2.58 4.0 1.4324 2403.6 2136.7 242.876138874 2543.65925527 3150084.86435 0.000690131804052 2173.97375035 1.46512130238 
9.0 10.0 3600000.0 2490.0 3.949 -6319.9 -34768.0 0.0 22.71 2.3923 1.1807 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2490.0 3600000.0 0.0 0.0 0.0 
9.0 10.0 2042600.0 2281.4 2.4455 -6814.6 -32880.0 0.0 22.71 2.35 1.1845 1.7483 1.0 1.0 0.66402 1843.9 990.62 187.068946044 2491.85915 3599258.07239 0.00130294013052 4689.6177826 3.16932043024 
9.0 10.0 157350.0 1499.1 0.2867 -8569.6 -25697.0 0.0 22.71 2.1127 1.2096 22.364 2.5803 4.0 1.4324 2403.7 2136.9 242.938794178 2545.10146208 3337879.93235 0.000651303759993 2173.97375035 1.46475946196 
9.0 10.0 3800000.0 2491.1 4.1669 -6319.9 -34732.0 0.0 22.713 2.3925 1.1806 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2491.1 3800000.0 0.0 0.0 0.0 
9.0 10.0 2156200.0 2282.5 2.5805 -6814.8 -32847.0 0.0 22.713 2.3502 1.1845 1.7485 1.0 1.0 0.66413 1844.1 990.85 187.101683741 2493.060625 3799432.22152 0.00123408992891 4688.84104016 3.16824108001 
9.0 10.0 166120.0 1500.0 0.30252 -8570.4 -25678.0 0.0 22.713 2.113 1.2096 22.369 2.5806 4.0 1.4324 2403.8 2137.0 243.006225726 2546.87282779 3525862.80048 0.000616579224256 2173.97375035 1.46434670956 
9.0 10.0 4000000.0 2492.2 4.3848 -6319.9 -34698.0 0.0 22.715 2.3927 1.1806 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2492.2 4000000.0 0.0 0.0 0.0 
9.0 10.0 2269700.0 2283.5 2.7154 -6814.9 -32816.0 0.0 22.715 2.3505 1.1845 1.7486 1.0 1.0 0.66422 1844.3 991.06 187.134428488 2494.152875 3999430.16102 0.00117221842268 4688.20571497 3.16725752294 
9.0 10.0 174880.0 1500.8 0.31833 -8571.2 -25661.0 0.0 22.715 2.1134 1.2095 22.374 2.5808 4.0 1.4324 2403.9 2137.2 243.054456478 2547.89371486 3713429.45034 0.000585435587082 2173.97375035 1.46407436444 
9.0 10.0 4200000.0 2493.2 4.6026 -6319.9 -34664.0 0.0 22.717 2.3929 1.1806 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2493.2 4200000.0 0.0 0.0 0.0 
9.0 10.0 2383200.0 2284.5 2.8503 -6815.1 -32787.0 0.0 22.717 2.3507 1.1844 1.7488 1.0 1.0 0.66431 1844.5 991.26 187.166494409 2495.1309 4199282.50874 0.00111627892436 4687.57056194 3.16625073547 
9.0 10.0 183640.0 1501.6 0.33414 -8571.9 -25644.0 0.0 22.717 2.1137 1.2094 22.379 2.5811 4.0 1.4324 2404.1 2137.3 243.106186849 2548.995257 3901878.83752 0.000557160752775 2173.97375035 1.46377901839 
9.0 10.0 4400000.0 2494.2 4.8204 -6319.9 -34633.0 0.0 22.719 2.3931 1.1805 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2494.2 4400000.0 0.0 0.0 0.0 
9.0 10.0 2496700.0 2285.4 2.9852 -6815.2 -32758.0 0.0 22.719 2.3509 1.1844 1.7489 0.99998 1.0 0.66439 1844.7 991.43 187.19480425 2496.10545153 4399178.10333 0.00106542768122 4687.00612592 3.16539073069 
9.0 10.0 192410.0 1502.4 0.34994 -8572.6 -25627.0 0.0 22.719 2.114 1.2094 22.384 2.5813 4.0 1.4324 2404.1 2137.5 243.167293552 2550.51568302 4089722.69512 0.000531569965108 2173.97375035 1.46340707053 
10.0 9.0909 3000000.0 2380.4 3.4362 -6394.8 -33505.0 0.0 22.67 2.3637 1.1837 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2380.4 3000000.0 0.0 0.0 0.0 
10.0 9.0909 1700200.0 2177.8 2.1286 -6869.2 -31672.0 0.0 22.67 2.3189 1.1879 1.754 1.0 1.0 0.66715 1801.3 971.25 182.955628804 2382.40431 2999447.36383 0.00155615865599 4667.61597842 3.22658841544 
10.0 9.0909 130000.0 1418.2 0.24991 -8545.9 -24698.0 0.0 22.67 2.0721 1.2151 22.723 2.593 4.0 1.4327 2342.1 2085.8 237.633586075 2443.74076772 2811265.635 0.00077314591136 2173.51853144 1.4956282727 
10.0 9.0909 3200000.0 2381.3 3.6642 -6394.8 -33459.0 0.0 22.672 2.3639 1.1836 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2381.3 3200000.0 0.0 0.0 0.0 
10.0 9.0909 1813600.0 2178.7 2.2699 -6869.4 -31630.0 0.0 22.672 2.3191 1.1878 1.7541 1.0 1.0 0.66725 1801.4 971.43 182.984699388 2383.27993 3199393.8391 0.00145868770236 4666.91644811 3.2255566222 
10.0 9.0909 138680.0 1418.9 0.26649 -8546.6 -24673.0 0.0 22.672 2.0724 1.215 22.727 2.5932 4.0 1.4327 2342.1 2085.9 237.676286787 2444.62816039 3000290.63665 0.000724435994599 2173.51853144 1.49537866975 
10.0 9.0909 3400000.0 2382.1 3.8922 -6394.8 -33415.0 0.0 22.673 2.3641 1.1836 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2382.1 3400000.0 0.0 0.0 0.0 
10.0 9.0909 1927000.0 2179.5 2.4111 -6869.5 -31591.0 0.0 22.673 2.3193 1.1878 1.7543 1.0 1.0 0.66733 1801.5 971.61 183.014258178 2384.15505 3399444.15965 0.00137268234325 4666.35697481 3.22464908865 
10.0 9.0909 147360.0 1419.6 0.28306 -8547.2 -24650.0 0.0 22.673 2.0726 1.215 22.731 2.5934 4.0 1.4327 2342.2 2086.0 237.736759976 2445.99249532 3189245.48656 0.00068151496666 2173.51853144 1.49499453157 
10.0 9.0909 3600000.0 2382.9 4.1201 -6394.8 -33374.0 0.0 22.675 2.3642 1.1836 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2382.9 3600000.0 0.0 0.0 0.0 
10.0 9.0909 2040400.0 2180.2 2.5523 -6869.6 -31554.0 0.0 22.675 2.3195 1.1878 1.7544 1.0 1.0 0.66742 1801.7 971.77 183.035575362 2384.92078 3599494.4802 0.00129621749758 4665.72772767 3.22383878829 
10.0 9.0909 156040.0 1420.2 0.29963 -8547.8 -24627.0 0.0 22.675 2.0729 1.2149 22.734 2.5936 4.0 1.4328 2342.3 2086.1 237.77105145 2446.70701861 3378588.60933 0.000643276552869 2173.36683417 1.49469374767 
10.0 9.0909 3800000.0 2383.6 4.348 -6394.8 -33335.0 0.0 22.677 2.3644 1.1835 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2383.6 3800000.0 0.0 0.0 0.0 
10.0 9.0909 2153800.0 2180.9 2.6934 -6869.7 -31519.0 0.0 22.677 2.3197 1.1877 1.7546 1.0 1.0 0.66749 1801.8 971.92 183.056224725 2385.577465 3799413.24957 0.00122788391894 4665.23843054 3.22310138927 
10.0 9.0909 164720.0 1420.8 0.3162 -8548.3 -24606.0 0.0 22.677 2.0731 1.2149 22.737 2.5938 4.0 1.4328 2342.4 2086.2 237.817885457 2447.89907973 3567833.43001 0.000609155914032 2173.36683417 1.49439566613 
10.0 9.0909 4000000.0 2384.3 4.5758 -6394.8 -33298.0 0.0 22.678 2.3646 1.1835 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2384.3 4000000.0 0.0 0.0 0.0 
10.0 9.0909 2267100.0 2181.6 2.8345 -6869.8 -31485.0 0.0 22.678 2.3199 1.1877 1.7547 1.0 1.0 0.66756 1801.9 972.06 183.081565289 2386.34316 3999280.23869 0.0011663971909 4664.74923602 3.22231738415 
10.0 9.0909 173400.0 1421.3 0.33276 -8548.8 -24586.0 0.0 22.678 2.0734 1.2148 22.741 2.5939 4.0 1.4328 2342.4 2086.3 237.845477734 2448.36160871 3756807.96087 0.000578514221863 2173.36683417 1.4942433896 
10.0 9.0909 4200000.0 2384.9 4.8037 -6394.8 -33262.0 0.0 22.679 2.3647 1.1835 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2384.9 4200000.0 0.0 0.0 0.0 
10.0 9.0909 2380500.0 2182.2 2.9756 -6869.9 -31453.0 0.0 22.679 2.32 1.1877 1.7548 0.99998 1.0 0.66762 1802.0 972.17 183.102390412 2386.9912781 4199232.44234 0.00111075775684 4664.33000809 3.2216613642 
10.0 9.0909 182080.0 1421.8 0.34933 -8549.3 -24567.0 0.0 22.679 2.0736 1.2148 22.743 2.5941 4.0 1.4328 2342.5 2086.4 237.889169962 2449.38136224 3946308.50022 0.000550734144086 2173.36683417 1.49396524481 
10.0 9.0909 4400000.0 2385.5 5.0314 -6394.8 -33228.0 0.0 22.681 2.3648 1.1835 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2385.5 4400000.0 0.0 0.0 0.0 
10.0 9.0909 2493900.0 2182.7 3.1167 -6870.0 -31422.0 0.0 22.681 2.3202 1.1876 1.7549 0.99998 1.0 0.66768 1802.1 972.29 183.114632483 2387.42907059 4399119.17455 0.00106019197718 4663.9108555 3.22112080902 
10.0 9.0909 190770.0 1422.3 0.36589 -8549.7 -24548.0 0.0 22.681 2.0738 1.2147 22.746 2.5942 4.0 1.4328 2342.5 2086.5 237.911494578 2449.84338751 4135714.83929 0.000525511772118 2173.36683417 1.4938461757 
20.0 4.7619 3000000.0 1746.9 4.6077 -6751.5 -25535.0 0.0 22.309 2.1606 1.2085 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1746.9 3000000.0 0.0 0.0 0.0 
20.0 4.7619 1684000.0 1579.1 2.8613 -7109.2 -24088.0 0.0 22.309 2.1016 1.2156 1.7806 0.99998 1.0 0.68173 1542.3 845.65 157.211728492 1749.32017099 2999269.16089 0.00152296793738 4567.79076761 3.6858505629 
20.0 4.7619 121220.0 956.57 0.34002 -8334.5 -18620.0 0.0 22.309 1.8192 1.2577 24.726 2.6563 4.0 1.4352 1981.0 1780.3 203.123363265 1826.241872 2845877.01771 0.000762412580716 2169.73244147 1.73446903472 
20.0 4.7619 3200000.0 1747.0 4.9148 -6751.5 -25493.0 0.0 22.309 2.1606 1.2085 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1747.0 3200000.0 0.0 0.0 0.0 
20.0 4.7619 1796200.0 1579.2 3.052 -7109.2 -24051.0 0.0 22.309 2.1016 1.2156 1.7806 0.99998 1.0 0.68173 1542.3 845.66 157.216708971 1749.43095056 3199101.70237 0.001427835434 4567.79076761 3.68573386112 
20.0 4.7619 129310.0 956.6 0.36269 -8334.6 -18597.0 0.0 22.309 1.8192 1.2577 24.726 2.6563 4.0 1.4352 1981.0 1780.3 203.126559789 1826.2991467 3035805.6192 0.00071471388937 2169.73244147 1.73444183711 
20.0 4.7619 3400000.0 1747.0 5.2219 -6751.5 -25454.0 0.0 22.309 2.1606 1.2085 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1747.0 3400000.0 0.0 0.0 0.0 
20.0 4.7619 1908500.0 1579.2 3.2426 -7109.2 -24015.0 0.0 22.309 2.1016 1.2156 1.7806 0.99998 1.0 0.68174 1542.3 845.67 157.216711326 1749.43095056 3399112.34772 0.00134379899762 4567.72376566 3.68567979749 
20.0 4.7619 137390.0 956.62 0.38535 -8334.6 -18576.0 0.0 22.309 1.8192 1.2577 24.726 2.6563 4.0 1.4352 1981.0 1780.3 203.128693217 1826.33732983 3225499.45111 0.00067268107602 2169.73244147 1.73442370607 
20.0 4.7619 3600000.0 1747.0 5.529 -6751.5 -25417.0 0.0 22.309 2.1606 1.2085 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1747.0 3600000.0 0.0 0.0 0.0 
20.0 4.7619 2020800.0 1579.2 3.4333 -7109.2 -23982.0 0.0 22.309 2.1016 1.2156 1.7806 0.99998 1.0 0.68175 1542.3 845.68 157.21671342 1749.43095056 3599122.99307 0.00126910271599 4567.65676568 3.68562573545 
20.0 4.7619 145470.0 956.64 0.40801 -8334.6 -18556.0 0.0 22.309 1.8192 1.2577 24.726 2.6563 4.0 1.4352 1981.0 1780.3 203.13082551 1826.37551296 3415193.28301 0.000635317612115 2169.73244147 1.73440557561 
20.0 4.7619 3800000.0 1747.0 5.8361 -6751.5 -25382.0 0.0 22.309 2.1606 1.2085 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1747.0 3800000.0 0.0 0.0 0.0 
20.0 4.7619 2133000.0 1579.2 3.624 -7109.2 -23950.0 0.0 22.309 2.1017 1.2156 1.7806 0.99998 1.0 0.68175 1542.3 845.68 157.216715291 1749.43095056 3798955.53455 0.00120234541419 4567.65676568 3.68562573545 
20.0 4.7619 153550.0 956.66 0.43067 -8334.7 -18537.0 0.0 22.309 1.8192 1.2577 24.726 2.6563 4.0 1.4352 1981.0 1780.4 203.132956843 1826.41369609 3604887.11491 0.000601886375997 2169.73244147 1.73438744571 
20.0 4.7619 4000000.0 1747.1 6.1432 -6751.5 -25349.0 0.0 22.309 2.1606 1.2084 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1747.1 4000000.0 0.0 0.0 0.0 
20.0 4.7619 2245300.0 1579.3 3.8147 -7109.2 -23921.0 0.0 22.309 2.1017 1.2156 1.7806 0.99998 1.0 0.68176 1542.3 845.69 157.221694632 1749.54173013 3998966.1799 0.00114219264734 4567.58976766 3.68545498944 
