# of f p t rho h g m mw cp gam pip mach aeat cf ivac isp isp_opt t0 p0 c_star at p0at m_dot 
1.5 40.0 80735.0 556.95 0.28081 -4779.2 -11658.0 16.106 16.106 1.9475 1.3607 20.419 2.555 4.0 1.4299 2050.9 1803.8 156.523189637 1212.66355851 1519995.87766 1166.96912123 0.00143275037884 2177.77466956 1.86618020129 
1.5 40.0 2427000.0 1299.0 3.6194 -3224.9 -19267.0 16.107 16.107 2.2344 1.3004 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1299.0 2427000.0 1227.07356375 0.0 0.0 0.0 
1.5 40.0 1318900.0 1126.0 2.269 -3606.1 -17512.0 16.107 16.107 2.1731 1.3116 1.7655 1.0 1.0 0.67549 1566.6 852.11 151.712030695 1301.4308 2426053.4649 1224.52224805 0.00190020001252 4609.98682438 3.76472279838 
1.5 40.0 80769.0 556.97 0.28092 -4779.2 -11658.0 16.107 16.107 1.9475 1.3607 20.419 2.555 4.0 1.4299 2050.9 1803.8 156.534498611 1212.70710509 1520635.99483 1166.95384715 0.00143214725744 2177.77466956 1.86620462743 
1.5 40.0 2428000.0 1299.0 3.6209 -3224.9 -19267.0 16.107 16.107 2.2344 1.3004 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1299.0 2428000.0 1227.07356375 0.0 0.0 0.0 
1.5 40.0 1319500.0 1126.1 2.2699 -3606.1 -17512.0 16.107 16.107 2.1731 1.3116 1.7655 1.0 1.0 0.67549 1566.6 852.11 151.721138972 1301.54638 2427157.1362 1224.57662173 0.00189933595795 4609.98682438 3.7645556371 
1.5 40.0 80803.0 556.99 0.28103 -4779.2 -11658.0 16.107 16.107 1.9475 1.3607 20.419 2.555 4.0 1.4299 2050.9 1803.8 156.550655704 1212.75065168 1521276.112 1166.97479879 0.00143154464359 2177.77466956 1.86617112196 
2.0 33.333 2421000.0 1732.5 2.8819 -3705.0 -25520.0 17.147 17.147 2.2954 1.2678 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1732.5 2421000.0 1385.8326809 0.0 0.0 0.0 
2.0 33.333 1331000.0 1524.3 1.8008 -4176.9 -23371.0 17.147 17.147 2.2371 1.2767 1.808 1.0 1.0 0.6967 1736.3 967.89 170.748790985 1735.186905 2420114.49299 1383.47589822 0.00184687237475 4469.64260083 3.2307339843 
2.0 33.333 86269.0 809.68 0.21974 -5685.6 -15881.0 17.147 17.147 1.9716 1.3262 24.019 2.7153 4.0 1.4301 2218.1 1986.7 195.831590869 1783.33032268 2138085.5797 1383.88104759 0.00101842046346 2177.47010699 1.57345178676 
2.0 33.333 2422000.0 1732.5 2.8831 -3705.0 -25520.0 17.147 17.147 2.2954 1.2678 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1732.5 2422000.0 1385.8326809 0.0 0.0 0.0 
2.0 33.333 1331600.0 1524.3 1.8015 -4176.9 -23371.0 17.147 17.147 2.2371 1.2767 1.808 1.0 1.0 0.6967 1736.3 967.89 170.751452555 1735.186905 2421205.4537 1383.47589822 0.00184604020035 4469.64260083 3.2307339843 
2.0 33.333 86305.0 809.68 0.21983 -5685.6 -15881.0 17.147 17.147 1.9716 1.3262 24.018 2.7153 4.0 1.4301 2218.1 1986.7 195.84274986 1783.33032268 2138977.80148 1383.88104759 0.0010179956545 2177.47010699 1.57345178676 
2.0 33.333 2423000.0 1732.5 2.8843 -3705.0 -25520.0 17.147 17.147 2.2954 1.2678 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1732.5 2423000.0 1385.8326809 0.0 0.0 0.0 
2.0 33.333 1332100.0 1524.3 1.8023 -4176.9 -23371.0 17.147 17.147 2.2371 1.2767 1.808 1.0 1.0 0.6967 1736.3 967.89 170.753668698 1735.186905 2422114.58761 1383.47589822 0.00184534729434 4469.64260083 3.2307339843 
2.0 33.333 86341.0 809.68 0.21992 -5685.6 -15881.0 17.147 17.147 1.9716 1.3262 24.018 2.7152 4.0 1.4301 2218.1 1986.7 195.845974161 1783.25860815 2139520.19001 1383.85322173 0.00101773758301 2177.47010699 1.57348342497 
2.0 33.333 2424000.0 1732.5 2.8855 -3705.0 -25519.0 17.147 17.147 2.2954 1.2678 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1732.5 2424000.0 1385.8326809 0.0 0.0 0.0 
2.0 33.333 1332700.0 1524.3 1.803 -4176.9 -23371.0 17.147 17.147 2.2371 1.2767 1.808 1.0 1.0 0.6967 1736.3 967.89 170.756325875 1735.186905 2423205.54832 1383.47589822 0.00184451649343 4469.64260083 3.2307339843 
2.0 33.333 86376.0 809.68 0.22001 -5685.6 -15881.0 17.147 17.147 1.9716 1.3262 24.018 2.7152 4.0 1.4301 2218.1 1986.7 195.856806777 1783.25860815 2140387.48604 1383.85322173 0.0010173251905 2177.47010699 1.57348342497 
2.0 33.333 2425000.0 1732.5 2.8867 -3705.0 -25519.0 17.147 17.147 2.2954 1.2678 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1732.5 2425000.0 1385.8326809 0.0 0.0 0.0 
2.0 33.333 1333200.0 1524.3 1.8038 -4176.9 -23370.0 17.147 17.147 2.2371 1.2767 1.808 1.0 1.0 0.6967 1736.3 967.89 170.758538362 1735.186905 2424114.68224 1383.47589822 0.00184382473056 4469.64260083 3.2307339843 
2.0 33.333 86412.0 809.68 0.2201 -5685.6 -15880.0 17.147 17.147 1.9716 1.3262 24.017 2.7152 4.0 1.4301 2218.1 1986.7 195.86793974 1783.25860815 2141279.56196 1383.85322173 0.00101690136387 2177.47010699 1.57348342497 
2.0 33.333 2426000.0 1732.5 2.8879 -3705.0 -25519.0 17.147 17.147 2.2954 1.2678 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1732.5 2426000.0 1385.8326809 0.0 0.0 0.0 
2.0 33.333 1333800.0 1524.3 1.8045 -4176.9 -23370.0 17.147 17.147 2.2371 1.2767 1.808 1.0 1.0 0.6967 1736.3 967.89 170.761191157 1735.186905 2425205.64294 1383.47589822 0.00184299529974 4469.64260083 3.2307339843 
2.0 33.333 86447.0 809.68 0.22019 -5685.6 -15880.0 17.147 17.147 1.9716 1.3262 24.017 2.7152 4.0 1.4301 2218.1 1986.7 195.878754565 1783.25860815 2142146.85799 1383.85322173 0.00101648964863 2177.47010699 1.57348342497 
2.0 33.333 2427000.0 1732.5 2.8891 -3705.0 -25518.0 17.147 17.147 2.2954 1.2678 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1732.5 2427000.0 1385.8326809 0.0 0.0 0.0 
2.0 33.333 1334300.0 1524.3 1.8053 -4176.9 -23370.0 17.147 17.147 2.2371 1.2767 1.808 1.0 1.0 0.6967 1736.3 967.89 170.763399997 1735.186905 2426114.77686 1383.47589822 0.0018423046772 4469.64260083 3.2307339843 
2.0 33.333 86483.0 809.68 0.22028 -5685.6 -15880.0 17.147 17.147 1.9716 1.3262 24.017 2.7152 4.0 1.4301 2218.1 1986.7 195.889869252 1783.25860815 2143038.93391 1383.85322173 0.00101606651775 2177.47010699 1.57348342497 
2.0 33.333 2428000.0 1732.5 2.8903 -3705.0 -25518.0 17.147 17.147 2.2954 1.2678 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1732.5 2428000.0 1385.8326809 0.0 0.0 0.0 
2.0 33.333 1334900.0 1524.3 1.806 -4176.9 -23369.0 17.147 17.147 2.2371 1.2767 1.808 1.0 1.0 0.6967 1736.3 967.89 170.766048421 1735.186905 2427205.73756 1383.47589822 0.00184147661307 4469.64260083 3.2307339843 
2.0 33.333 86519.0 809.68 0.22037 -5685.6 -15880.0 17.147 17.147 1.9716 1.3262 24.017 2.7152 4.0 1.4301 2218.1 1986.7 195.90097469 1783.25860815 2143931.00983 1383.85322173 0.001015643739 2177.47010699 1.57348342497 
2.5 28.571 2421000.0 2102.6 2.5463 -4047.9 -30511.0 18.387 18.387 2.3469 1.2387 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2102.6 2421000.0 1486.53638714 0.0 0.0 0.0 
2.5 28.571 1345300.0 1875.1 1.5865 -4575.9 -28176.0 18.387 18.387 2.2949 1.2454 1.7938 1.0 1.0 0.68905 1855.5 1025.7 182.601217255 2105.17477 2420507.93391 1484.59069921 0.00186707326686 4519.26565561 3.04411556533 
2.5 28.571 92416.0 1069.8 0.19103 -6324.1 -19789.0 18.387 18.387 2.0218 1.2881 24.755 2.6844 4.0 1.4343 2375.5 2135.0 213.660836014 2180.27891393 2229604.98489 1492.89384927 0.000973757202785 2171.09391341 1.4542855237 
2.5 28.571 2422000.0 2102.6 2.5474 -4047.9 -30510.0 18.387 18.387 2.3469 1.2387 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2102.6 2422000.0 1486.53638714 0.0 0.0 0.0 
2.5 28.571 1345800.0 1875.1 1.5872 -4575.9 -28176.0 18.387 18.387 2.2949 1.2454 1.7938 1.0 1.0 0.68905 1855.5 1025.7 182.60357184 2105.17477 2421407.55033 1484.59069921 0.00186637960017 4519.26565561 3.04411556533 
2.5 28.571 92454.0 1069.9 0.19111 -6324.1 -19789.0 18.387 18.387 2.0218 1.2881 24.755 2.6844 4.0 1.4343 2375.5 2135.0 213.682197126 2180.48271641 2230521.76326 1492.96362207 0.000973356973766 2171.09391341 1.45421755849 
2.5 28.571 2423000.0 2102.6 2.5485 -4047.9 -30510.0 18.387 18.387 2.3469 1.2387 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2102.6 2423000.0 1486.53638714 0.0 0.0 0.0 
2.5 28.571 1346400.0 1875.1 1.5878 -4575.9 -28176.0 18.387 18.387 2.2949 1.2454 1.7938 1.0 1.0 0.68905 1855.5 1025.7 182.606395034 2105.17477 2422487.09003 1484.59069921 0.0018655478802 4519.26565561 3.04411556533 
2.5 28.571 92492.0 1069.9 0.19119 -6324.1 -19789.0 18.387 18.387 2.0218 1.2881 24.755 2.6844 4.0 1.4343 2375.5 2135.0 213.693563106 2180.48271641 2231438.54163 1492.96362207 0.000972957073613 2171.09391341 1.45421755849 
2.5 28.571 2424000.0 2102.6 2.5495 -4047.9 -30510.0 18.387 18.387 2.3469 1.2387 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2102.6 2424000.0 1486.53638714 0.0 0.0 0.0 
2.5 28.571 1346900.0 1875.1 1.5885 -4575.9 -28175.0 18.387 18.387 2.2949 1.2454 1.7938 1.0 1.0 0.68905 1855.5 1025.7 182.608745775 2105.17477 2423386.70644 1484.59069921 0.00186485534628 4519.26565561 3.04411556533 
2.5 28.571 92530.0 1069.9 0.19126 -6324.1 -19789.0 18.387 18.387 2.0218 1.2881 24.755 2.6844 4.0 1.4343 2375.5 2135.0 213.704919751 2180.48271641 2232355.31999 1492.96362207 0.000972557501919 2171.09391341 1.45421755849 
2.5 28.571 2425000.0 2102.6 2.5506 -4047.9 -30509.0 18.387 18.387 2.3469 1.2387 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2102.6 2425000.0 1486.53638714 0.0 0.0 0.0 
2.5 28.571 1347500.0 1875.1 1.5891 -4575.9 -28175.0 18.387 18.387 2.2949 1.2454 1.7938 1.0 1.0 0.68905 1855.5 1025.7 182.61156436 2105.17477 2424466.24615 1484.59069921 0.00186402498397 4519.26565561 3.04411556533 
2.5 28.571 92569.0 1069.9 0.19134 -6324.1 -19788.0 18.387 18.387 2.0218 1.2881 24.755 2.6844 4.0 1.4343 2375.5 2135.0 213.71656556 2180.48271641 2233296.2241 1492.96362207 0.000972147756296 2171.09391341 1.45421755849 
2.5 28.571 2426000.0 2102.6 2.5516 -4047.9 -30509.0 18.387 18.387 2.3469 1.2387 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2102.6 2426000.0 1486.53638714 0.0 0.0 0.0 
2.5 28.571 1348000.0 1875.1 1.5898 -4575.9 -28175.0 18.387 18.387 2.2949 1.2454 1.7938 1.0 1.0 0.68905 1855.5 1025.7 182.613911265 2105.17477 2425365.86256 1484.59069921 0.00186333358005 4519.26565561 3.04411556533 
2.5 28.571 92607.0 1069.9 0.19142 -6324.1 -19788.0 18.387 18.387 2.0218 1.2881 24.755 2.6844 4.0 1.4343 2375.5 2135.0 213.727903323 2180.48271641 2234213.00247 1492.96362207 0.000971748848927 2171.09391341 1.45421755849 
2.5 28.571 2427000.0 2102.6 2.5527 -4047.9 -30508.0 18.387 18.387 2.3469 1.2387 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2102.6 2427000.0 1486.53638714 0.0 0.0 0.0 
2.5 28.571 1348600.0 1875.1 1.5904 -4575.9 -28174.0 18.387 18.387 2.2949 1.2454 1.7938 1.0 1.0 0.68905 1855.5 1025.7 182.616725253 2105.17477 2426445.40227 1484.59069921 0.00186250457208 4519.26565561 3.04411556533 
2.5 28.571 92645.0 1069.9 0.1915 -6324.1 -19788.0 18.387 18.387 2.0218 1.2881 24.755 2.6844 4.0 1.4343 2375.5 2135.0 213.739231786 2180.48271641 2235129.78083 1492.96362207 0.000971350268796 2171.09391341 1.45421755849 
2.5 28.571 2428000.0 2102.6 2.5537 -4047.9 -30508.0 18.387 18.387 2.3469 1.2387 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2102.6 2428000.0 1486.53638714 0.0 0.0 0.0 
2.5 28.571 1349100.0 1875.1 1.5911 -4575.9 -28174.0 18.387 18.387 2.2949 1.2454 1.7938 1.0 1.0 0.68905 1855.5 1025.7 182.619068331 2105.17477 2427345.01868 1484.59069921 0.00186181429538 4519.26565561 3.04411556533 
2.5 28.571 92683.0 1069.9 0.19158 -6324.1 -19788.0 18.387 18.387 2.0218 1.2881 24.755 2.6844 4.0 1.4343 2375.5 2135.0 213.750550959 2180.48271641 2236046.5592 1492.96362207 0.0009709520155 2171.09391341 1.45421755849 
3.0 25.0 2421000.0 2374.8 2.3824 -4305.1 -34005.0 19.431 19.431 2.378 1.2194 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2374.8 2421000.0 1545.44847288 0.0 0.0 0.0 
3.0 25.0 1354800.0 2137.1 1.4815 -4865.1 -31592.0 19.431 19.431 2.3317 1.2248 1.7816 0.99999 1.0 0.68239 1925.9 1056.7 189.451189116 2377.30523582 2420575.6762 1543.82154028 0.00188524279417 4563.3728513 2.95589401511 
3.0 25.0 96928.0 1281.1 0.17681 -6762.4 -22784.0 19.431 19.431 2.0737 1.26 24.154 2.6555 4.0 1.4338 2476.8 2220.4 223.833215521 2455.50798388 2268664.82629 1553.25201987 0.000957325648141 2171.85102525 1.39826055106 
3.0 25.0 2422000.0 2374.8 2.3834 -4305.1 -34005.0 19.431 19.431 2.378 1.2194 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2374.8 2422000.0 1545.44847288 0.0 0.0 0.0 
3.0 25.0 1355300.0 2137.1 1.4821 -4865.1 -31591.0 19.431 19.431 2.3317 1.2248 1.7816 0.99999 1.0 0.68239 1925.9 1056.7 189.453620411 2377.30523582 2421469.00942 1543.82154028 0.00188454728661 4563.3728513 2.95589401511 
3.0 25.0 96968.0 1281.1 0.17688 -6762.4 -22784.0 19.431 19.431 2.0737 1.26 24.154 2.6555 4.0 1.4338 2476.8 2220.4 223.844888665 2455.50798388 2269601.05311 1553.25201987 0.0009569307444 2171.85102525 1.39826055106 
3.0 25.0 2423000.0 2374.8 2.3844 -4305.1 -34004.0 19.431 19.431 2.378 1.2194 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2374.8 2423000.0 1545.44847288 0.0 0.0 0.0 
3.0 25.0 1355900.0 2137.1 1.4827 -4865.1 -31591.0 19.431 19.431 2.3317 1.2248 1.7816 0.99999 1.0 0.68239 1925.9 1056.7 189.456535599 2377.30523582 2422541.00927 1543.82154028 0.00188371335463 4563.3728513 2.95589401511 
3.0 25.0 97008.0 1281.1 0.17696 -6762.4 -22784.0 19.431 19.431 2.0737 1.26 24.154 2.6555 4.0 1.4338 2476.8 2220.4 223.856552183 2455.50798388 2270537.27993 1553.25201987 0.000956536166327 2171.85102525 1.39826055106 
3.0 25.0 2424000.0 2374.8 2.3854 -4305.1 -34004.0 19.431 19.431 2.378 1.2194 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2374.8 2424000.0 1545.44847288 0.0 0.0 0.0 
3.0 25.0 1356500.0 2137.1 1.4833 -4865.1 -31591.0 19.431 19.431 2.3317 1.2248 1.7816 0.99999 1.0 0.68239 1925.9 1056.7 189.459448207 2377.30523582 2423613.00913 1543.82154028 0.00188288016037 4563.3728513 2.95589401511 
3.0 25.0 97048.0 1281.1 0.17703 -6762.4 -22784.0 19.431 19.431 2.0737 1.26 24.154 2.6555 4.0 1.4338 2476.8 2220.4 223.868206087 2455.50798388 2271473.50675 1553.25201987 0.000956141913517 2171.85102525 1.39826055106 
3.0 25.0 2425000.0 2374.8 2.3863 -4305.1 -34003.0 19.431 19.431 2.378 1.2194 1.0 0.0 0.0 0.0 0.0 0.0 0.0 2374.8 2425000.0 1545.44847288 0.0 0.0 0.0 
3.0 25.0 1357000.0 2137.1 1.4839 -4865.1 -31590.0 19.431 19.431 2.3317 1.2248 1.7816 0.99999 1.0 0.68239 1925.9 1056.7 189.461873414 2377.30523582 2424506.34234 1543.82154028 0.00188218639465 4563.3728513 2.95589401511 
3.0 25.0 97088.0 1281.1 0.1771 -6762.4 -22784.0 19.431 19.431 2.0737 1.26 24.154 2.6555 4.0 1.4338 2476.8 2220.4 223.879850387 2455.50798388 2272409.73357 1553.25201987 0.00095574798557 2171.85102525 1.39826055106 
